Mass, Volume
3221.01,570.648863369327
7.9,0.012
2350.0,265.26587349299797
5.0,0.004188790204786391
1421.21,222.7337300138508
440.0,130.67061943525047
0.005,1.2250000000000003e-06
39.64,0.26808257310632905
840.0,402.1238596594935
1982.16,236.21870781790673
1.0,0.0010000000000000002
344.0,15.209999999999999
3221.01,570.648863369327
186.0,39.782773170570955
4300.0,2941.7397476286224
222.99,3.216990877275949
5.0,0.004188790204786391
400.0,8.362919643856031
4300.0,2941.7397476286224
1982.16,236.21870781790673
600.0,196.38645456304172
2378.59,236.21870781790673
2378.59,236.21870781790673
4.0,0.009
3221.01,570.648863369327
8.0,0.012
1.0,0.0010000000000000002
292.37,3.9979342622906064
2698.0,168.79918620867556
50.0,269.3915700453247
200.0,0.06544984694978735
429.14,10.857344210806325
5.0,0.004188790204786391
2973.24,278.733812083899
7.0,0.003
200.0,0.06544984694978735
3072.35,1014.3165709392329
1440.0,43.09636802194478
495.54,5.944678698755286
0.3,0.00025000000000000006
600.0,196.38645456304172
2973.24,278.733812083899
2378.59,236.21870781790673
39.64,0.26808257310632905
1727.0,94.223468053652
2350.0,236.21870781790673
4147.67,55.59399666205261
200.0,0.06544984694978735
2378.59,236.21870781790673
0.005,1.1560000000000002e-06
600.0,196.38645456304172
127.85,2.1551325603625977
3.0,0.003
1248.76,6.3706263027045
2.0,0.0020000000000000005
2300.0,39.782773170570955
6000.0,1194.4924317570942
39.64,0.26808257310632905
0.005,1.1560000000000002e-06
5.0,0.004188790204786391
2378.59,236.21870781790673
1.0,0.0010000000000000002
2378.59,236.21870781790673
39.64,0.26808257310632905
2500.0,517.1870467917097
105.0,0.192
4000.0,553.6813578521358
1600.0,34.986739285784424
39.64,0.26808257310632905
860.0,8.203326737053668
68.0,2.650718801466388
328.0,4.1547562843725006
39.64,0.26808257310632905
171.46,0.5235987755982988
800.0,50.26548245743669
0.005,1.2250000000000003e-06
4.0,0.009
8.0,0.012
86.0,0.06544984694978735
200.0,0.06544984694978735
2378.59,236.21870781790673
1982.16,269.3915700453247
2500.0,517.1870467917097
1600.0,34.986739285784424
792.86,50.26548245743669
328.0,4.1547562843725006
39.64,0.26808257310632905
2378.59,236.21870781790673
200.0,0.06544984694978735
5.0,0.004188790204786391
743.31,2.1551325603625977
4300.0,2941.7397476286224
2350.0,570.648863369327
5.0,0.003
1490.0,433.04341455612416
1427.16,43.09636802194478
125.0,7.273572391223769
4006.0,402.1238596594935
20.81,3.724069064306569
4300.0,2941.7397476286224
1.0,0.0010000000000000002
4300.0,2941.7397476286224
840.0,402.1238596594935
4.0,0.003
2350.0,570.648863369327
2120.91,193.59427220057867
517.34,36.64353671147135
2378.59,236.21870781790673
2710.0,281.1026420597441
1250.0,153.24060645680294
55.5,1.045364955482004
8.22,0.6523391481473061
50.0,0.7853981633974483
328.0,4.1547562843725006
1982.16,236.21870781790673
4185.0,215.68997062302424
802.78,98.17477042468104
3964.32,330.456866298099
1727.0,94.223468053652
1982.16,293.1482936917708
1000.0,14.984022510837367
4300.0,2941.7397476286224
3221.01,570.648863369327
5.0,0.012
1921.0,63.61725123519331
2710.0,281.1026420597441
2.0,0.0010000000000000002
4185.0,215.68997062302424
222.99,3.216990877275949
5.0,0.004188790204786391
1000.0,13.221196333091795
500.0,2.650718801466388
222.99,3.216990877275949
437.07,5.541769440932395
2440.0,281.1026420597441
4147.67,55.59399666205261
1100.0,13.221196333091795
5000.0,995.709972258756
1764.12,1056.810456103044
2378.59,236.21870781790673
300.0,0.06544984694978735
1764.12,1056.810456103044
1820.0,1391.3807557465468
1000.0,13.221196333091795
1421.21,222.7337300138508
4300.0,2941.7397476286224
20.0,0.4
55.5,1.045364955482004
1387.51,15.458992050151979
5.0,0.004188790204786391
1000.0,13.221196333091795
20.0,0.125
1434.0,58.18857912979015
5.0,0.004188790204786391
2378.59,236.21870781790673
4300.0,2941.7397476286224
2378.59,236.21870781790673
4.0,0.003
4000.0,1014.3165709392329
10.0,0.008000000000000002
198.22,3.8586611767716628
600.0,196.38645456304172
2710.0,281.1026420597441
4185.0,215.68997062302424
50.0,269.3915700453247
5550.05,14.431691252428111
882.06,17.24106048290078
1770.0,591.8532793895785
2440.0,196.38645456304172
20.0,0.125
39.64,0.26808257310632905
4300.0,2941.7397476286224
4300.0,2941.7397476286224
39.64,0.26808257310632905
792.86,50.26548245743669
5.0,0.004188790204786391
1318.14,497.8165983148445
328.0,4.1547562843725006
89.0,0.125
5500.0,2924.7245857216726
2.0,0.004000000000000001
622.0,1.3737791975066465
55.5,1.045364955482004
4300.0,2941.7397476286224
51.54,0.11884697368407746
2378.59,236.21870781790673
100.0,269.3915700453247
0.91,0.21568997062302425
2378.59,236.21870781790673
0.005,1.2250000000000003e-06
400.0,7.273572391223769
891.97,28.22485379801409
1421.21,222.7337300138508
8.0,0.012
0.2,0.00012500000000000003
60.0,1.045364955482004
8300.0,883.4661196719073
1466.8,1290.4343152032363
2120.91,193.59427220057867
1961.35,19.353781542439926
2378.59,236.21870781790673
2378.59,236.21870781790673
860.0,8.203326737053668
2710.0,281.1026420597441
56.0,1.045364955482004
400.0,7.273572391223769
1.0,0.0010000000000000002
4000.0,553.6813578521358
600.0,196.38645456304172
56.49,0.11884697368407746
5.0,0.012
2710.0,281.1026420597441
1982.16,236.21870781790673
300.0,0.06544984694978735
4.0,0.003
10.0,0.012
4000.0,611.580125059632
4300.0,2941.7397476286224
1421.21,222.7337300138508
39.64,0.26808257310632905
3500.0,215.68997062302424
110.0,1.045364955482004
69.38,6.76630335243944
4300.0,2941.7397476286224
1764.12,1056.810456103044
2080.0,2201.644624997158
1421.21,222.7337300138508
4.0,0.003
792.86,50.26548245743669
30.0,0.012
152.0,0.8
1.0,0.0010000000000000002
56.49,0.06544984694978735
39.0,0.045
50.0,269.3915700453247
17.84,0.018
1400.0,15.458992050151979
222.99,3.216990877275949
55.5,1.045364955482004
1421.21,222.7337300138508
2378.59,236.21870781790673
200.0,0.06544984694978735
126.0,0.24300000000000002
891.97,17.24106048290078
2378.59,236.21870781790673
3070.0,196.38645456304172
600.0,196.38645456304172
5.0,0.004188790204786391
1600.0,15.458992050151979
792.86,50.26548245743669
5.0,0.004188790204786391
1000.0,13.221196333091795
3072.35,1014.3165709392329
1000.0,50.26548245743669
1.0,0.0010000000000000002
5.0,0.003
2710.0,281.1026420597441
2000.0,50.26548245743669
2378.59,236.21870781790673
40.0,0.045
2120.91,193.59427220057867
2300.0,39.782773170570955
1.0,0.0062831853071795875
2378.59,236.21870781790673
2900.0,762.0710525463808
3000.0,652.3391481473062
328.0,4.1547562843725006
4.0,0.003
600.0,196.38645456304172
891.97,28.22485379801409
5.0,0.004188790204786391
222.99,3.216990877275949
1883.05,387.23192508331454
1434.0,58.18857912979015
4185.0,215.68997062302424
23.79,2.650718801466388
200.0,0.06544984694978735
2378.59,236.21870781790673
55.0,0.25
1982.16,269.3915700453247
1820.0,1391.3807557465468
887.02,8.143008158104744
16.0,0.26808257310632905
5.0,0.004188790204786391
4300.0,2941.7397476286224
792.86,50.26548245743669
5.0,0.004188790204786391
39.64,0.26808257310632905
58.0,0.11309733552923253
891.97,28.22485379801409
20.0,0.125
1387.51,15.458992050151979
1.0,8.18123086872342
1.0,0.0010000000000000002
60.0,1.045364955482004
2378.59,236.21870781790673
2378.59,236.21870781790673
1982.16,269.3915700453247
39.64,0.26808257310632905
2710.0,281.1026420597441
1727.0,94.223468053652
1.0,0.0010000000000000002
714.0,3.216990877275949
20.0,0.125
3.0,0.009
5.0,0.004188790204786391
4300.0,2941.7397476286224
3221.01,570.648863369327
158.57,0.5934735558006675
0.631,0.03735
50.0,269.3915700453247
50.0,0.045
2378.59,236.21870781790673
5000.0,652.3391481473062
3221.01,570.648863369327
1764.12,2201.644624997158
1727.0,94.223468053652
1982.16,652.3391481473062
222.99,3.216990877275949
227.95,1.725519764984194
4000.0,330.456866298099
840.0,402.1238596594935
23.79,2.650718801466388
1.0,0.0010000000000000002
328.0,4.1547562843725006
39.64,0.26808257310632905
5.0,0.004188790204786391
2120.91,193.59427220057867
2150.0,92.40130852554641
4185.0,215.68997062302424
2378.59,236.21870781790673
4185.0,215.68997062302424
3221.01,570.648863369327
42.0,1.5
4185.0,215.68997062302424
2370.0,34.986739285784424
1000.0,13.221196333091795
2.0,0.0020000000000000005
55.5,1.045364955482004
300.0,0.06544984694978735
328.0,4.1547562843725006
3500.0,215.68997062302424
1720.0,15.458992050151979
5.0,0.004188790204786391
20.0,0.125
2378.59,236.21870781790673
1982.16,281.1026420597441
900.0,28.22485379801409
1800.0,591.8532793895785
2378.59,236.21870781790673
5.0,0.004188790204786391
222.99,3.216990877275949
1615.0,278.733812083899
97.13,2.650718801466388
2382.0,6.283185307179586
1982.16,236.21870781790673
39.64,0.26808257310632905
100.0,269.3915700453247
4300.0,2941.7397476286224
787.91,98.17477042468104
2973.24,9.55593945405675
1434.0,58.18857912979015
2378.59,236.21870781790673
5.0,0.004188790204786391
1982.16,236.21870781790673
8225.97,883.4661196719073
2378.59,236.21870781790673
5.0,0.004188790204786391
100.0,269.3915700453247
1434.0,58.18857912979015
4300.0,2941.7397476286224
0.005,1.2250000000000003e-06
3072.35,1014.3165709392329
0.005,1.1560000000000002e-06
2378.59,236.21870781790673
1727.0,94.223468053652
559.96,36.64353671147135
4300.0,2941.7397476286224
4300.0,2941.7397476286224
328.0,4.1547562843725006
1434.0,58.18857912979015
150.0,5.944678698755286
1434.0,58.18857912979015
778.0,110.43326495898842
4300.0,2941.7397476286224
5.0,0.004188790204786391
2120.91,193.59427220057867
625.0,86.8587536864506
3072.35,1014.3165709392329
200.0,0.06544984694978735
2350.0,236.21870781790673
1421.21,222.7337300138508
4.0,0.003
5500.0,2924.7245857216726
5.0,269.3915700453247
39.64,0.26808257310632905
1000.0,7.0685834705770345
4300.0,2941.7397476286224
2710.0,265.26587349299797
1982.16,236.21870781790673
713.58,17.613156999977264
4300.0,2941.7397476286224
100.0,0.252
5.0,269.3915700453247
3200.0,24.928537706235005
41.5,0.209806032
4000.0,330.456866298099
1440.0,43.09636802194478
1600.0,34.986739285784424
2300.0,39.782773170570955
1.0,0.0010000000000000002
1427.16,43.09636802194478
1.0,0.0010000000000000002
5500.0,2924.7245857216726
1421.21,222.7337300138508
4185.0,215.68997062302424
1434.0,58.18857912979015
110.0,1.045364955482004
39.64,0.26808257310632905
3221.01,570.648863369327
1440.0,43.09636802194478
1982.16,236.21870781790673
4300.0,2941.7397476286224
4300.0,2941.7397476286224
1421.21,222.7337300138508
4147.67,55.59399666205261
200.0,0.06544984694978735
5.0,0.004188790204786391
1000.0,21.205750411731103
300.0,0.3534291735288517
4300.0,2941.7397476286224
55.5,1.045364955482004
300.0,5.344628513258639
2378.59,236.21870781790673
4300.0,2941.7397476286224
0.016,0.0004928069788029141
2130.0,1257.903908673477
860.0,8.203326737053668
290.0,1.3571680263507906
4000.0,553.6813578521358
1982.16,236.21870781790673
1840.0,809.1965131465543
55.5,1.045364955482004
50.0,7.0685834705770345
2699.7,129.95916572353875
4300.0,2941.7397476286224
1434.0,58.18857912979015
5.0,0.004188790204786391
2440.0,196.38645456304172
0.25,0.00012500000000000003
1427.16,43.09636802194478
5.0,0.004188790204786391
2350.0,570.648863369327
400.0,7.273572391223769
2120.91,193.59427220057867
1421.21,222.7337300138508
5.0,0.003
5.0,0.004188790204786391
328.0,4.1547562843725006
3070.0,196.38645456304172
1.0,0.0010000000000000002
4300.0,2941.7397476286224
4.0,0.003
55.5,1.045364955482004
1982.16,327.3796550881573
792.86,50.26548245743669
39.64,0.26808257310632905
4000.0,1017.1133981464341
3072.35,1014.3165709392329
1727.0,94.223468053652
4000.0,330.456866298099
0.5,0.00025000000000000006
792.86,50.26548245743669
2000.0,652.3391481473062
7.0,0.125
2378.59,236.21870781790673
1000.0,21.205750411731103
1840.0,809.1965131465543
3.0,0.003
3221.01,570.648863369327
328.0,4.1547562843725006
2370.0,34.986739285784424
4006.0,402.1238596594935
200.0,0.06544984694978735
2710.0,281.1026420597441
1.0,0.0010000000000000002
3072.35,1014.3165709392329
328.0,4.1547562843725006
1000.0,28.22485379801409
1434.0,58.18857912979015
100.0,269.3915700453247
584.74,36.64353671147135
698.71,5.88813003099067
23.79,2.650718801466388
3800.0,465.5086330383212
1720.0,15.458992050151979
37.0,0.12000000000000002
2378.59,236.21870781790673
1.0,0.0015
1600.0,34.986739285784424
17.84,0.012
5.0,0.004188790204786391
644.2,4.1887902047863905
172.0,0.25
172.0,0.25
1883.05,387.23192508331454
2378.59,236.21870781790673
1421.21,222.7337300138508
28.0,0.7853981633974483
5.0,0.004000000000000001
1.0,0.0062831853071795875
2350.0,570.648863369327
0.72,0.0092027720799157
0.005,1.2250000000000003e-06
20.0,0.125
1982.16,236.21870781790673
400.0,7.273572391223769
42.0,1.5
4300.0,2941.7397476286224
3072.35,1014.3165709392329
2378.59,236.21870781790673
388.5,4.813302434205138
200.0,0.17959438003021644
4147.67,55.59399666205261
2350.0,570.648863369327
2378.59,236.21870781790673
4000.0,330.456866298099
55.5,1.045364955482004
4300.0,2941.7397476286224
4185.0,215.68997062302424
2350.0,236.21870781790673
5.0,0.004188790204786391
39.64,0.26808257310632905
3.0,0.009
39.64,0.26808257310632905
0.005,1.2250000000000003e-06
1700.0,499.5572142179273
600.0,196.38645456304172
104.0,0.8
39.64,0.26808257310632905
5.0,269.3915700453247
2440.0,196.38645456304172
716.55,396.12211078859315
50.0,269.3915700453247
50.0,0.216
1387.51,15.458992050151979
4300.0,2941.7397476286224
222.99,3.216990877275949
39.64,0.26808257310632905
2350.0,236.21870781790673
2.1,0.031200000000000002
100.0,0.06544984694978735
1720.0,15.458992050151979
172.0,0.25
5000.0,995.709972258756
1427.16,43.09636802194478
2300.0,39.782773170570955
2973.24,278.733812083899
5.0,269.3915700453247
1427.16,43.09636802194478
3221.01,570.648863369327
4185.0,215.68997062302424
5.0,0.004188790204786391
1139.74,9.55593945405675
50.0,269.3915700453247
2378.59,236.21870781790673
3072.35,1014.3165709392329
5.0,0.004188790204786391
60.0,0.4021238596594936
5.0,0.004188790204786391
4300.0,2941.7397476286224
39.64,0.26808257310632905
4300.0,2941.7397476286224
2378.59,236.21870781790673
1139.74,13.870916963762335
55.5,1.045364955482004
23.79,2.650718801466388
3000.0,611.580125059632
5500.0,2924.7245857216726
5000.0,330.456866298099
2378.59,236.21870781790673
1990.0,278.733812083899
485.63,1.6560465850427095
1600.0,34.986739285784424
40.0,2.650718801466388
3.0,0.003
4300.0,2941.7397476286224
4300.0,2941.7397476286224
4185.0,215.68997062302424
56.0,1.045364955482004
39.64,0.26808257310632905
445.99,5.541769440932395
3032.0,96.01256928084786
80.0,0.288
5.0,0.004000000000000001
2800.0,1488.4200245046497
1000.0,13.221196333091795
2378.59,236.21870781790673
69.0,0.08000000000000002
50.0,269.3915700453247
5.0,0.004188790204786391
840.0,402.1238596594935
4300.0,2941.7397476286224
4.0,0.003
440.0,130.67061943525047
2120.91,193.59427220057867
5.0,0.003
3072.35,1014.3165709392329
600.0,196.38645456304172
1421.21,222.7337300138508
0.53,6.544984694978737e-05
0.005,1.2250000000000003e-06
85.23,5.646272164359569
2350.0,570.648863369327
1427.16,43.09636802194478
50.0,269.3915700453247
1.0,0.0010000000000000002
200.0,0.06544984694978735
2378.59,236.21870781790673
328.0,4.1547562843725006
200.0,48.40399063541432
4.0,0.003
600.0,196.38645456304172
153.0,0.768
4300.0,2941.7397476286224
1.0,0.0010000000000000002
991.08,3.8586611767716628
787.91,98.17477042468104
1727.0,94.223468053652
4300.0,2941.7397476286224
2378.59,236.21870781790673
222.99,3.216990877275949
1000.0,14.540076198976957
1000.0,143.2838626120012
3.0,0.0020000000000000005
650.0,50.26548245743669
328.0,4.1547562843725006
39.64,0.26808257310632905
3650.0,278.733812083899
328.0,4.1547562843725006
1387.51,15.458992050151979
4300.0,2941.7397476286224
2378.59,236.21870781790673
1440.0,43.09636802194478
328.0,4.1547562843725006
891.97,12.024225970129182
743.31,21.205750411731103
2378.59,236.21870781790673
2378.59,236.21870781790673
2378.59,236.21870781790673
200.0,0.06544984694978735
4300.0,2941.7397476286224
39.64,0.26808257310632905
3221.01,570.648863369327
1780.97,1290.4343152032363
222.99,3.216990877275949
0.38,0.00012500000000000003
2378.59,236.21870781790673
5350.0,2444.265898643081
0.38,0.00012500000000000003
56.0,1.045364955482004
440.0,153.24060645680294
2150.0,92.40130852554641
817.64,98.17477042468104
4300.0,2941.7397476286224
39.64,0.26808257310632905
328.0,4.1547562843725006
5.0,269.3915700453247
320.0,0.4751658888554563
2.0,0.00225
1600.0,34.986739285784424
3.0,0.003
200.0,4.5
5.0,0.004188790204786391
600.0,86.8587536864506
135.78,1.6470239309415993
55.5,1.045364955482004
600.0,196.38645456304172
4185.0,215.68997062302424
5.0,0.004188790204786391
50.0,269.3915700453247
1139.74,13.870916963762335
1421.21,222.7337300138508
55.5,1.045364955482004
4300.0,2941.7397476286224
1.0,0.0002601
5.0,0.004188790204786391
5.0,0.004188790204786391
500.0,1.0
50.0,269.3915700453247
4147.67,55.59399666205261
1434.0,58.18857912979015
2350.0,570.648863369327
1440.0,43.09636802194478
2710.0,281.1026420597441
33.0,2.650718801466388
5.0,0.004188790204786391
500.0,3.7699111843077517
440.0,130.67061943525047
8225.97,883.4661196719073
0.631,0.03735
39.0,0.06544984694978735
56.0,1.045364955482004
96.0,1.7639999999999998
1440.0,43.09636802194478
100.0,269.3915700453247
39.64,0.26808257310632905
860.0,8.203326737053668
500.0,2.650718801466388
105.0,0.24300000000000002
5.0,0.003
5.0,0.003
2095.0,809.1965131465543
600.0,281.1026420597441
42.0,1.5
4.5,0.003
39.64,0.26808257310632905
5.0,0.004188790204786391
3221.01,570.648863369327
5.0,0.004000000000000001
55.5,1.045364955482004
1.0,0.0010000000000000002
3000.0,611.580125059632
100.0,269.3915700453247
4.0,0.003
0.016,0.0004928069788029141
2350.0,236.21870781790673
3.4,0.0020000000000000005
1421.21,222.7337300138508
2000.0,24.729831970895457
0.5,0.00030000000000000003
222.99,3.216990877275949
792.86,50.26548245743669
0.005,1.2250000000000003e-06
328.0,4.1547562843725006
778.0,110.43326495898842
4300.0,2941.7397476286224
5.0,0.004000000000000001
1615.0,278.733812083899
1421.21,222.7337300138508
802.78,98.17477042468104
5832.51,73.6221766393256
3221.01,570.648863369327
55.5,1.045364955482004
5000.0,50.26548245743669
1.0,0.0010000000000000002
2710.0,281.1026420597441
2350.0,570.648863369327
340.0,2.1599999999999997
1764.12,2201.644624997158
2350.0,236.21870781790673
1000.0,94.223468053652
12.0,0.018
2378.59,236.21870781790673
2120.91,193.59427220057867
1.0,0.0010000000000000002
200.0,0.06544984694978735
3221.01,570.648863369327
2710.0,281.1026420597441
600.0,196.38645456304172
1982.16,293.1482936917708
792.86,50.26548245743669
1.0,0.0010000000000000002
55.5,1.045364955482004
1000.0,50.26548245743669
4300.0,2941.7397476286224
222.99,3.216990877275949
600.0,196.38645456304172
136.77,0.3945688529263857
40.0,2.650718801466388
4185.0,215.68997062302424
3500.0,215.68997062302424
2350.0,570.648863369327
0.005,1.2250000000000003e-06
5.0,0.004000000000000001
5.0,0.3141592653589793
1466.8,1290.4343152032363
5.0,269.3915700453247
2378.59,236.21870781790673
0.7,0.0010000000000000002
1440.0,43.09636802194478
4006.0,402.1238596594935
2378.59,18.0
100.0,269.3915700453247
328.0,4.1547562843725006
30.0,2.650718801466388
1820.0,1391.3807557465468
2378.59,236.21870781790673
1820.0,1391.3807557465468
2378.59,236.21870781790673
600.0,196.38645456304172
2350.0,236.21870781790673
1.0,0.0010000000000000002
792.86,50.26548245743669
50.0,269.3915700453247
2378.59,236.21870781790673
1982.16,236.21870781790673
1560.0,278.733812083899
1.0,0.0010000000000000002
200.0,0.06544984694978735
891.97,28.22485379801409
1.0,0.0062831853071795875
39.64,0.26808257310632905
2378.59,236.21870781790673
100.0,269.3915700453247
20.17,0.125
5.0,0.003
50.0,269.3915700453247
2.48,0.003
2.1,0.0020570000000000002
1427.16,43.09636802194478
5.0,0.004188790204786391
2710.0,281.1026420597441
4000.0,553.6813578521358
0.005,1.1560000000000002e-06
5.0,0.004188790204786391
5450.94,2924.7245857216726
4.0,0.003
2378.59,236.21870781790673
50.0,269.3915700453247
0.005,1.2250000000000003e-06
2378.59,236.21870781790673
714.07,17.613156999977264
1421.21,222.7337300138508
2000.0,652.3391481473062
5000.0,995.709972258756
100.0,269.3915700453247
1800.0,591.8532793895785
3369.67,6283.185307179587
1820.0,1391.3807557465468
5.0,0.004188790204786391
445.99,86.8587536864506
0.005,1.1560000000000002e-06
4185.0,215.68997062302424
5.0,0.004188790204786391
792.86,50.26548245743669
1764.12,1056.810456103044
2300.0,39.782773170570955
5.0,0.004188790204786391
891.97,15.458992050151979
2300.0,39.782773170570955
4300.0,2941.7397476286224
2378.59,236.21870781790673
22.0,0.0502654824574367
5.0,0.004188790204786391
4800.0,10231.88529673714
104.0,0.8
594.65,2.5446900494077327
329.0,4.417864669110647
5.0,0.004188790204786391
3221.01,570.648863369327
346.88,3.8586611767716628
0.016,0.0004928069788029141
1421.21,222.7337300138508
0.005,1.1560000000000002e-06
328.0,4.1547562843725006
1764.12,1290.4343152032363
55.5,1.045364955482004
55.5,1.045364955482004
2378.59,236.21870781790673
3221.01,570.648863369327
289.0,1.3949999999999998
4147.67,55.59399666205261
56.0,1.045364955482004
5.0,0.004188790204786391
792.86,50.26548245743669
802.78,98.17477042468104
3221.01,570.648863369327
1982.16,269.3915700453247
328.0,4.1547562843725006
328.0,4.1547562843725006
1.0,0.028274333882308142
1000.0,13.221196333091795
0.005,1.2250000000000003e-06
3500.0,215.68997062302424
328.0,4.1547562843725006
5.0,0.004188790204786391
3000.0,611.580125059632
328.0,4.1547562843725006
4300.0,2941.7397476286224
18.0,0.015870000000000002
0.005,1.2250000000000003e-06
891.97,28.22485379801409
840.0,402.1238596594935
1421.21,222.7337300138508
4300.0,2941.7397476286224
39.64,0.26808257310632905
4185.0,215.68997062302424
2305.0,1257.903908673477
2350.0,236.21870781790673
4300.0,2941.7397476286224
1000.0,143.2838626120012
440.0,92.40130852554641
2378.59,236.21870781790673
1982.16,236.21870781790673
1000.0,13.221196333091795
1495.0,402.1238596594935
2378.59,236.21870781790673
1427.16,43.09636802194478
328.0,4.1547562843725006
1883.05,387.23192508331454
1800.0,591.8532793895785
1427.16,43.09636802194478
40.0,2.650718801466388
4185.0,215.68997062302424
2378.59,236.21870781790673
32.0,1.5
6.0,0.018
1982.16,236.21870781790673
2300.0,39.782773170570955
1922.7,98.17477042468104
20.0,0.125
4000.0,553.6813578521358
7.0,25.670946315760734
37.0,0.12000000000000002
5.0,0.004188790204786391
2378.59,236.21870781790673
792.86,50.26548245743669
39.64,0.26808257310632905
0.016,0.0004928069788029141
300.0,0.06544984694978735
39.64,0.26808257310632905
600.0,196.38645456304172
2300.0,39.782773170570955
200.0,3.141592653589793
1720.0,15.458992050151979
2378.59,236.21870781790673
5.0,0.004188790204786391
792.86,50.26548245743669
328.0,4.1547562843725006
792.86,50.26548245743669
1.8,0.0020000000000000005
90.19,9.55593945405675
5.0,0.004188790204786391
800.0,50.26548245743669
1.0,0.0007853981633974484
200.0,0.06544984694978735
2973.24,278.733812083899
55.5,1.045364955482004
2378.59,236.21870781790673
2350.0,236.21870781790673
4.96,0.012
1727.0,94.223468053652
4300.0,2941.7397476286224
578.79,223.75232781452604
500.0,2.650718801466388
1434.0,58.18857912979015
1434.0,58.18857912979015
222.99,3.216990877275949
4000.0,553.6813578521358
792.86,50.26548245743669
328.0,4.1547562843725006
4500.0,1045.3649554820038
1434.0,58.18857912979015
3000.0,652.3391481473062
440.0,130.67061943525047
5350.0,2444.265898643081
100.0,269.3915700453247
1764.12,2201.644624997158
4185.0,215.68997062302424
5.0,0.004188790204786391
1486.62,785.3981633974483
200.0,0.06544984694978735
1387.51,15.458992050151979
50.0,269.3915700453247
4.0,0.003
0.005,1.2250000000000003e-06
4000.0,330.456866298099
1883.05,387.23192508331454
693.76,21.205750411731103
1427.16,43.09636802194478
0.005,1.2250000000000003e-06
4300.0,2941.7397476286224
5.0,0.004188790204786391
3221.01,570.648863369327
222.99,3.216990877275949
9208.0,331.3398501832985
3800.0,153.24060645680294
725.0,5.881061447520093
3500.0,215.68997062302424
36.67,1.045364955482004
2710.0,281.1026420597441
1185.0,37.03230880235308
5.0,0.004188790204786391
600.0,196.38645456304172
2973.24,278.733812083899
1440.0,43.09636802194478
328.0,4.1547562843725006
55.5,1.045364955482004
1042.62,449.0804596545369
328.0,4.1547562843725006
5500.0,2924.7245857216726
1421.21,222.7337300138508
300.0,0.06544984694978735
4300.0,2941.7397476286224
600.0,196.38645456304172
110.0,1.045364955482004
2378.59,236.21870781790673
1000.0,13.221196333091795
1421.21,222.7337300138508
4300.0,2941.7397476286224
1000.0,143.2838626120012
1600.0,34.986739285784424
55.5,1.045364955482004
1000.0,13.221196333091795
50.0,269.3915700453247
8225.97,883.4661196719073
4.0,0.003
1427.16,43.09636802194478
0.005,1.1560000000000002e-06
2378.59,236.21870781790673
5.0,0.004188790204786391
1000.0,21.205750411731103
1434.0,58.18857912979015
650.0,196.38645456304172
4300.0,2941.7397476286224
3800.0,465.5086330383212
2.0,0.0010000000000000002
1982.16,327.3796550881573
23.79,2.650718801466388
4.0,0.003
163.0,2.001194520336698
39.64,0.26808257310632905
2378.59,236.21870781790673
55.5,1.045364955482004
104.0,0.8
3600.0,611.580125059632
0.005,1.1560000000000002e-06
1727.0,94.223468053652
820.0,15.107793407407176
810.0,2.5446900494077327
4185.0,215.68997062302424
328.0,4.1547562843725006
5.0,0.125
55.5,1.045364955482004
40.0,2.650718801466388
5.0,0.004188790204786391
1727.0,94.223468053652
300.0,0.06544984694978735
0.005,1.2250000000000003e-06
1600.0,34.986739285784424
4185.0,215.68997062302424
1240.0,1045.3649554820038
55.5,1.045364955482004
10.0,0.04334965
16.0,0.125
500.0,3.7699111843077517
23.79,2.650718801466388
2350.0,236.21870781790673
2300.0,39.782773170570955
4300.0,2941.7397476286224
4300.0,2941.7397476286224
1427.16,43.09636802194478
39.64,0.26808257310632905
5.0,0.003
2378.59,236.21870781790673
2378.59,236.21870781790673
2440.0,196.38645456304172
2700.0,293.1482936917708
1000.0,13.221196333091795
2710.0,281.1026420597441
891.97,6.283185307179586
20.0,0.125
50.0,269.3915700453247
5.0,0.004188790204786391
39.64,0.26808257310632905
289.4,32.251295657441545
5.0,0.004188790204786391
200.0,0.06544984694978735
1387.51,15.458992050151979
39.64,0.26808257310632905
3290.39,50.26548245743669
4147.67,55.59399666205261
1434.0,58.18857912979015
5.0,0.003
2378.59,236.21870781790673
30.0,0.09817477042468103
4000.0,553.6813578521358
2378.59,236.21870781790673
128.84,0.1413716694115407
50.0,269.3915700453247
3221.01,570.648863369327
2476.0,535.226857206786
10.0,0.008000000000000002
2378.59,236.21870781790673
2120.91,193.59427220057867
300.0,0.06544984694978735
97.13,2.650718801466388
792.86,50.26548245743669
2120.91,193.59427220057867
100.0,0.24300000000000002
3650.0,278.733812083899
4000.0,330.456866298099
5.0,0.004188790204786391
5.0,0.004188790204786391
817.64,98.17477042468104
152.0,0.8
840.0,402.1238596594935
3072.35,1014.3165709392329
1421.21,222.7337300138508
4300.0,2941.7397476286224
2650.0,387.23192508331454
4185.0,215.68997062302424
125.87,0.481287282140976
4300.0,2941.7397476286224
3000.0,652.3391481473062
1387.51,15.458992050151979
0.2,5e-05
200.0,0.06544984694978735
4185.0,215.68997062302424
8.0,0.012
4000.0,330.456866298099
0.005,1.2250000000000003e-06
200.0,0.06544984694978735
39.64,0.26808257310632905
1883.05,387.23192508331454
3000.0,652.3391481473062
