Mass, Volume
3.0,0.0020000000000000005
4.0,0.003
10.0,0.012
80.0,0.15
41.5,0.209806032
80.0,0.15
87.0,1.0
41.5,0.209806032
41.5,0.209806032
41.5,0.209806032
220.0,0.06400000000000002
220.0,0.06400000000000002
100.0,0.006
50.0,0.006
2210.0,9.817477042468104
4.0,0.003
50.0,1.5
50.0,1.5
50.0,1.5
50.0,1.5
50.0,0.006
55.0,0.25
4.0,0.003
41.5,0.209806032
10.0,0.012
15.0,0.016000000000000004
220.0,0.06400000000000002
41.5,0.209806032
41.5,0.209806032
15.0,0.016000000000000004
15.0,0.016000000000000004
22.0,0.016000000000000004
6.0,0.003
3.2,0.003
7.0,0.003
120.0,1.5
20.0,0.016000000000000004
50.0,0.006
41.5,0.209806032
41.5,0.209806032
200.0,0.375
200.0,0.375
86.0,0.25712500000000005
200.0,0.375
200.0,0.375
220.0,0.06400000000000002
41.5,0.209806032
41.5,0.209806032
42.0,1.5
42.0,1.5
42.0,1.5
42.0,1.5
42.0,1.5
42.0,1.5
42.0,1.5
42.0,1.5
42.0,1.5
42.0,1.5
42.0,1.5
42.0,1.5
42.0,1.5
42.0,1.5
42.0,1.5
42.0,1.5
42.0,1.5
42.0,1.5
42.0,1.5
4.205,0.003
4.0,0.003
3.45,0.003
3.0,0.003
3.0,0.003
10.0,0.012
3.0,0.003
4.0,0.003
3.0,0.003
20.0,0.016000000000000004
3.39,0.003
5.0,0.003
2.5,0.003
5.0,0.003
5.0,0.003
10.0,0.012
3.0,0.003
3.4,0.003
10.0,0.012
2.98,0.003
2.2,0.003
5.07,0.003
3.0,0.003
3.0,0.003
3.0,0.003
5.0,0.003
3.5,0.003
10.0,0.012
3.0,0.003
20.0,0.012
3.0,0.003
3.0,0.003
4.0,0.003
3.0,0.003
3.0,0.003
3.4,0.003
3.0,0.003
50.0,1.5
50.0,1.5
50.0,1.5
50.0,1.5
200.0,0.375
32.0,1.5
4.0,0.003
39.0,0.045
39.0,0.045
39.0,0.045
39.0,0.045
10.0,0.012
200.0,0.768
24.0,0.016000000000000004
10.0,0.012
20.0,0.06400000000000002
20.0,0.06400000000000002
8.8,0.012
140.0,0.36
220.0,0.06400000000000002
250.0,0.225
10.0,0.012
20.0,0.06400000000000002
3.0,0.003
43.0,0.125
220.0,0.06400000000000002
70.0,0.11199999999999999
4.0,0.003
11.5,0.012
80.0,0.8
10.0,0.012
4.5,0.003
4.5,0.003
0.5,0.00030000000000000003
0.5,0.00030000000000000003
50.0,1.5
50.0,1.5
50.0,1.5
50.0,1.5
50.0,1.5
50.0,1.5
50.0,1.5
50.0,1.5
50.0,1.5
50.0,1.5
50.0,1.5
50.0,1.5
4.5,0.003
4.5,0.003
1490.0,433.04341455612416
5.0,0.003
32.0,0.125
65.0,0.016000000000000004
50.0,0.06400000000000002
50.0,0.06400000000000002
70.0,0.2
5.0,0.012
134.0,0.125
20.0,0.016000000000000004
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
50.0,0.063
20.0,0.008000000000000002
20.0,0.016000000000000004
67.0,0.045
15.0,0.016000000000000004
15.0,0.016000000000000004
87.0,1.0
1.0,0.0010000000000000002
20.0,0.012
85.0,0.15
41.5,0.209806032
85.0,0.15
0.25,0.00012500000000000003
41.5,0.209806032
600.0,0.125
3.0,0.003
3.0,0.003
3.0,0.003
20.0,0.016000000000000004
20.0,0.016000000000000004
3.0,0.003
39.0,0.045
39.0,0.045
39.0,0.045
39.0,0.045
112.0,1.0
20.0,0.06400000000000002
20.0,0.06400000000000002
2.0,0.0020000000000000005
3.0,0.003
7.44,0.003
7.26,0.003
3.0,0.003
2.0,0.0020000000000000005
1.0,0.0010000000000000002
17.0,0.015625
24.0,0.012
8.0,0.004000000000000001
1.83,0.0010000000000000002
10.0,0.012
10.0,0.012
4.0,0.003
4.0,0.003
10.0,0.012
4.0,0.003
150.0,0.36
41.5,0.209806032
1.83,0.0010000000000000002
10.0,0.012
10.0,0.012
10.0,0.012
1.0,0.0010000000000000002
5.0,0.012
91.0,0.44099999999999995
5.0,0.012
57.0,0.075
2.0,0.0020000000000000005
5.0,0.012
41.5,0.209806032
5.0,0.012
0.5,0.00030000000000000003
41.5,0.209806032
0.5,0.00030000000000000003
0.5,0.00030000000000000003
0.5,0.00030000000000000003
15.0,0.016000000000000004
15.0,0.016000000000000004
0.5,0.00030000000000000003
0.5,0.00030000000000000003
0.5,0.00030000000000000003
220.0,0.06400000000000002
4.0,0.003
60.0,0.125
39.0,0.045
39.0,0.045
39.0,0.045
39.0,0.045
200.0,0.027
185.0,1.5
42.0,1.5
12.0,0.003
600.0,0.125
600.0,0.125
10.0,0.012
10.0,0.012
2.5,0.003
3.0,0.003
5.0,0.003
10.0,0.016000000000000004
5.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
10.0,0.012
5.0,0.003
5.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
4.0,0.003
10.0,0.012
4.0,0.003
30.0,0.016000000000000004
5.07,0.003
5.07,0.003
10.0,0.004000000000000001
3.0,0.003
10.0,0.027
3.0,0.003
15.0,0.027
3.0,0.003
39.0,0.045
39.0,0.045
39.0,0.045
39.0,0.045
200.0,2.1551325603625977
50.0,0.125
20.0,0.016000000000000004
9.75,0.023291108
1.0,0.0010000000000000002
1.0,0.0010000000000000002
1.0,0.0010000000000000002
1.0,0.0010000000000000002
0.25,0.00012500000000000003
0.25,0.00012500000000000003
0.25,0.00012500000000000003
0.25,0.00012500000000000003
0.25,0.00012500000000000003
0.25,0.00012500000000000003
0.25,0.00012500000000000003
0.25,0.00012500000000000003
0.25,0.00012500000000000003
0.25,0.00012500000000000003
25.0,0.02301952554
1.0,0.0010000000000000002
1.0,0.0010000000000000002
15.0,0.016000000000000004
4.0,0.003
1.0,0.0010000000000000002
4.0,0.003
220.0,0.06400000000000002
220.0,0.06400000000000002
115.0,0.81
41.5,0.209806032
102.0,0.16000000000000003
4.0,0.003
74.0,0.15
250.0,0.225
15.0,0.016000000000000004
4.0,0.003
15.0,0.004000000000000001
0.25,0.00012500000000000003
0.375,0.0001875
0.25,0.00012500000000000003
0.375,0.0001875
10.0,0.012
35.0,0.036
10.0,0.012
10.0,0.012
10.0,0.012
540.0,0.125
540.0,0.125
10.0,0.004000000000000001
1000.0,0.125
1.0,0.0010000000000000002
10.0,0.012
3.0,0.003
10.0,0.012
10.0,0.012
10.0,0.012
10.0,0.012
10.0,0.003
10.0,0.003
10.0,0.012
10.0,0.003
10.0,0.012
10.0,0.012
2.0,0.0020000000000000005
1.0,0.0010000000000000002
1.0,0.0010000000000000002
1.0,0.0010000000000000002
10.0,0.003
1.0,0.0010000000000000002
5.0,0.003
3.9,0.0026999999999999997
32.0,0.12800000000000003
1.0,0.0010000000000000002
1.0,0.0010000000000000002
1.0,0.0010000000000000002
0.375,0.00025000000000000006
0.375,0.00025000000000000006
3.9,0.0026999999999999997
3.9,0.0026999999999999997
220.0,0.06400000000000002
32.0,0.12800000000000003
200.0,0.027
5.0,0.003
5.0,0.003
5.0,0.003
5.0,0.003
5.0,0.003
5.0,0.003
39.0,0.045
39.0,0.045
39.0,0.045
39.0,0.045
50.0,0.125
100.0,0.125
20.0,0.012
74.0,0.15
10.0,0.012
10.0,0.012
10.0,0.012
5.4,0.003
10.0,0.012
1.0,0.0010000000000000002
4.8,0.003
5.0,0.003
15.0,0.016000000000000004
10.0,0.012
10.0,0.012
10.0,0.012
15.0,0.016000000000000004
15.0,0.016000000000000004
5.4,0.003
220.0,0.06400000000000002
30.0,0.05
100.0,0.125
1.0,0.0010000000000000002
1.0,0.0010000000000000002
10.0,0.012
10.0,0.012
4.0,0.003
4.0,0.003
4.0,0.003
220.0,0.06400000000000002
150.0,0.8320000000000001
74.0,0.15
2.0,0.0020000000000000005
5.0,0.004000000000000001
15.0,0.012
50.0,0.006
5.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
110.0,0.48999999999999994
20.0,0.016000000000000004
3.0,0.003
3.0,0.003
3.0,0.003
10.0,0.012
10.0,0.012
10.0,0.012
50.0,0.045
50.0,0.006
50.0,0.006
50.0,0.006
50.0,0.006
50.0,0.9720000000000001
50.0,4.5
50.0,0.045
1.0,0.0010000000000000002
2.0,0.0020000000000000005
40.0,0.125
1.0,0.0010000000000000002
1.0,0.0010000000000000002
50.0,0.7853981633974483
2.0,0.0020000000000000005
17.0,0.012
2.0,0.003
3.0,0.003
4.8,0.003
4.0,0.003
3.6,0.003
4.8,0.003
5.0,0.003
1.0,0.0010000000000000002
5.0,0.003
10.0,0.012
1.0,0.0010000000000000002
2800.0,1488.4200245046497
0.425,0.00027
0.425,0.00027
0.425,0.00027
0.425,0.00027
12.0,0.012
12.0,0.012
48.0,0.1125
102.0,0.16000000000000003
50.0,0.054
15.0,0.016000000000000004
15.0,0.016000000000000004
12.0,0.006
15.0,0.016000000000000004
20.0,0.012
15.0,0.016000000000000004
12.0,0.012
12.0,0.012
12.0,0.012
12.0,0.012
20.0,0.012
25.0,0.06400000000000002
1.0,0.0010000000000000002
1.0,0.0010000000000000002
5.0,0.003
12.0,0.012
12.0,0.012
15.0,0.016000000000000004
21.0,0.016000000000000004
12.0,0.012
5.0,0.003
5.0,0.003
21.0,0.016000000000000004
21.0,0.016000000000000004
4.0,0.003
41.5,0.209806032
250.0,0.225
41.5,0.209806032
50.0,0.12800000000000003
5.0,0.003
220.0,0.06400000000000002
41.5,0.209806032
220.0,0.06400000000000002
500.0,2.650718801466388
50.0,1.5
100.0,1.5
50.0,1.5
50.0,1.5
50.0,1.5
110.0,0.6400000000000001
3000.0,1357.1680263507906
3.0,0.019634954084936207
3.0,0.019634954084936207
3.0,0.019634954084936207
3.0,0.019634954084936207
1000.0,13.221196333091795
67.0,0.063
67.0,0.063
25.0,0.06400000000000002
150.0,0.48999999999999994
28.0,0.06400000000000002
25.0,0.06400000000000002
3.0,0.003
25.0,0.06400000000000002
3.0,0.003
3.0,0.003
3.0,0.003
10.0,0.006
27.0,0.06400000000000002
25.0,0.06400000000000002
10.0,0.012
20.0,0.016000000000000004
20.0,0.016000000000000004
20.0,0.016000000000000004
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
3.0,0.003
5.0,0.003
3.0,0.003
1.0,0.0010000000000000002
1.0,0.0010000000000000002
10.0,0.012
3.0,0.003
25.0,0.06400000000000002
25.0,0.06400000000000002
1.0,0.0010000000000000002
5.0,0.003
5.0,0.003
1.0,0.0010000000000000002
30.0,0.016000000000000004
25.0,0.06400000000000002
90.0,0.48999999999999994
10.0,0.006
10.0,0.006
3.0,0.003
5.0,0.003
12.0,0.012
1.0,0.0010000000000000002
39.0,0.045
39.0,0.045
39.0,0.045
39.0,0.045
10.0,0.012
100.0,0.175
10.0,0.012
10.0,0.012
10.0,0.012
20.0,0.016000000000000004
20.0,0.016000000000000004
5.0,0.004000000000000001
0.5,0.0009
0.5,0.0009
0.5,0.0009
10.0,0.012
10.0,0.012
132.0,0.48600000000000004
1600.0,34.986739285784424
39.64,0.26808257310632905
1727.0,94.223468053652
100.0,0.252
3000.0,652.3391481473062
440.0,92.40130852554641
2378.59,236.21870781790673
639.25,6.283185307179586
4000.0,553.6813578521358
50.0,269.3915700453247
5350.0,2444.265898643081
3072.35,1014.3165709392329
4300.0,2941.7397476286224
840.0,402.1238596594935
5.0,0.004188790204786391
1486.62,278.733812083899
200.0,0.027
3200.0,24.928537706235005
5.0,0.004188790204786391
4300.0,2941.7397476286224
2710.0,281.1026420597441
3221.01,570.648863369327
1434.0,58.18857912979015
37.0,0.12000000000000002
1982.16,236.21870781790673
360.0,0.216
300.0,0.7853981633974483
2.0,0.004000000000000001
1600.0,34.986739285784424
2973.24,785.3981633974483
328.0,4.1547562843725006
8.4,0.9434595437811849
0.6,0.000375
1421.21,222.7337300138508
200.0,0.06544984694978735
1982.16,236.21870781790673
200.0,0.06544984694978735
1220.0,41.81067122846316
2710.0,281.1026420597441
100.0,269.3915700453247
3500.0,215.68997062302424
1982.16,236.21870781790673
2710.0,281.1026420597441
2378.59,236.21870781790673
2378.59,236.21870781790673
3500.0,215.68997062302424
440.0,205.88741614566072
1982.16,236.21870781790673
100.0,269.3915700453247
50.0,4.580442088933919
39.64,0.26808257310632905
1421.21,222.7337300138508
2378.59,236.21870781790673
440.0,92.40130852554641
2120.91,193.59427220057867
2.0,0.125
55.5,1.045364955482004
891.97,6.283185307179586
56.0,1.045364955482004
2.0,0.0020000000000000005
100.0,0.252
1000.0,94.223468053652
1139.74,9.55593945405675
891.97,15.458992050151979
1982.16,269.3915700453247
4300.0,2941.7397476286224
5.0,0.009
39.64,0.26808257310632905
56.0,1.045364955482004
5.0,0.004188790204786391
3500.0,215.68997062302424
1764.12,2201.644624997158
1440.0,43.09636802194478
39.64,0.26808257310632905
2378.59,236.21870781790673
328.0,4.1547562843725006
445.99,86.8587536864506
2370.0,34.986739285784424
5.0,0.004188790204786391
922.0,71.56940763959247
55.5,1.045364955482004
4300.0,2941.7397476286224
3221.01,570.648863369327
5.0,0.004188790204786391
802.78,98.17477042468104
4300.0,2941.7397476286224
1883.05,168.79918620867556
1.0,0.0010000000000000002
100.0,269.3915700453247
4185.0,215.68997062302424
1764.12,1056.810456103044
3290.39,50.26548245743669
5.0,0.004188790204786391
1.0,0.0010000000000000002
1000.0,14.984022510837367
2300.0,39.782773170570955
1421.21,222.7337300138508
4000.0,611.580125059632
3221.01,570.648863369327
2350.0,236.21870781790673
50.0,269.3915700453247
68.0,0.2442902447431423
1434.0,58.18857912979015
8.0,0.012
4185.0,215.68997062302424
693.76,6.283185307179586
3766.11,47.96207614860261
1486.62,153.24060645680294
50.0,0.1
3221.01,570.648863369327
2378.59,236.21870781790673
1421.21,222.7337300138508
200.0,0.06544984694978735
20.0,0.2544690049407733
55.5,1.045364955482004
1883.05,168.79918620867556
4185.0,215.68997062302424
792.86,50.26548245743669
2378.59,236.21870781790673
4185.0,215.68997062302424
1.0,0.0010000000000000002
800.0,50.26548245743669
2120.91,193.59427220057867
5.0,0.004188790204786391
5.0,0.004000000000000001
2120.91,193.59427220057867
39.64,0.26808257310632905
1.0,0.01227184630308513
1600.0,34.986739285784424
2973.24,278.733812083899
2378.59,236.21870781790673
2.0,0.0010000000000000002
0.005,1.2250000000000003e-06
817.64,98.17477042468104
5.0,269.3915700453247
50.0,269.3915700453247
600.0,196.38645456304172
2973.24,145.45024207406365
1982.16,236.21870781790673
5500.0,2924.7245857216726
1600.0,34.986739285784424
55.5,1.045364955482004
39.64,0.26808257310632905
1387.51,15.458992050151979
840.0,402.1238596594935
5.0,0.004188790204786391
2973.24,785.3981633974483
3221.01,570.648863369327
2378.59,236.21870781790673
1.0,0.0062831853071795875
100.0,1.0
4300.0,2941.7397476286224
2350.0,570.648863369327
328.0,4.1547562843725006
150.0,1.0
1820.0,1391.3807557465468
1434.0,58.18857912979015
1000.0,13.221196333091795
1982.16,21.205750411731103
125.87,0.481287282140976
3072.35,1014.3165709392329
0.1,6.722800000000001e-05
3221.01,570.648863369327
1982.16,236.21870781790673
2120.91,193.59427220057867
2378.59,236.21870781790673
4300.0,2941.7397476286224
1.0,0.0010000000000000002
1000.0,14.984022510837367
2350.0,236.21870781790673
2378.59,236.21870781790673
3500.0,215.68997062302424
3500.0,215.68997062302424
1.0,0.0010000000000000002
10.0,0.012
2000.0,652.3391481473062
2.0,0.0010000000000000002
5.0,0.004188790204786391
1387.51,15.458992050151979
39.0,0.072
3221.01,570.648863369327
5.0,0.004188790204786391
222.99,3.216990877275949
1843.41,12.27184630308513
1421.21,222.7337300138508
2900.0,652.3391481473062
4185.0,215.68997062302424
5.0,0.004188790204786391
23.79,2.650718801466388
3072.35,1014.3165709392329
1720.0,809.1965131465543
2095.0,809.1965131465543
5.0,0.004188790204786391
55.5,1.045364955482004
2378.59,236.21870781790673
1290.0,36.64353671147135
5.0,269.3915700453247
55.5,1.045364955482004
0.016,0.0004928069788029141
328.0,4.1547562843725006
600.0,281.1026420597441
40.0,0.06544984694978735
3964.32,330.456866298099
1982.16,269.3915700453247
5.0,0.004188790204786391
693.76,98.17477042468104
4300.0,2941.7397476286224
3000.0,652.3391481473062
2378.59,236.21870781790673
5.0,0.004188790204786391
2378.59,236.21870781790673
5.0,0.004188790204786391
1.0,0.0010000000000000002
1421.21,222.7337300138508
328.0,4.1547562843725006
3070.0,196.38645456304172
1421.21,222.7337300138508
4300.0,2941.7397476286224
2.0,0.000375
1.0,0.0010000000000000002
1421.21,222.7337300138508
1000.0,13.221196333091795
1982.16,236.21870781790673
700.69,17.613156999977264
50.0,0.1413716694115407
5.0,0.003
50.0,269.3915700453247
8.0,0.012
105.0,0.24300000000000002
600.0,196.38645456304172
328.0,4.1547562843725006
1600.0,34.986739285784424
3200.0,24.928537706235005
6.0,0.009
1434.0,58.18857912979015
2440.0,193.59427220057867
