Shape, Mass, Dimensions
Box,11.0,0.2,0.2,0.2
Box,95.0,1.5,1.0,1.0
Box,95.0,1.5,1.0,1.0
Box,420.0,2.0,1.5,1.5
Box,2.0,0.2,0.1,0.1
Box,2.0,0.2,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,2.0,0.2,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,2.0,0.2,0.1,0.1
Box,78.0,0.4,0.2,0.2
Box,10.0,0.45,0.42,0.45
Box,110.0,1.2,0.5,0.5
Box,120.0,0.5,0.2,0.2
Box,110.0,1.2,0.5,0.5
Box,110.0,1.2,0.5,0.5
Box,110.0,1.2,0.5,0.5
Box,110.0,1.2,0.5,0.5
Box,5.25,0.256,0.181,0.181
Box,44.0,1.0,0.5,0.5
Box,1.0,0.1,0.1,0.1
Box,4.0,0.3,0.1,0.1
Box,2.0,0.2,0.1,0.1
Box,2.0,0.2,0.1,0.1
Box,4.0,0.3,0.1,0.1
Box,4.0,0.3,0.1,0.1
Box,4.0,0.3,0.1,0.1
Box,4.0,0.3,0.1,0.1
Box,4.0,0.3,0.1,0.1
Box,4.0,0.3,0.1,0.1
Box,4.0,0.3,0.1,0.1
Box,47.0,0.4,0.2,0.2
Box,110.0,1.2,0.5,0.5
