Object Class,Start Year,End Year
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Payload,2018,9999
Rocket Body,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload Debris,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload Debris,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Rocket Body,2018,9999
Rocket Body,2018,9999
Payload,2018,9999
Rocket Body,2018,9999
Payload,2018,9999
Rocket Mission Related Object,2018,9999
Payload,2018,9999
Payload,2018,9999
Rocket Body,2018,9999
Payload,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Rocket Body,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Rocket Mission Related Object,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Rocket Body,2018,9999
Rocket Body,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Rocket Fragmentation Debris,2018,9999
Unknown,2018,9999
Unknown,2018,9999
Rocket Fragmentation Debris,2018,9999
Unknown,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Payload,2018,9999
Unknown,2018,9999
Rocket Body,2018,9999
Rocket Body,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Payload Fragmentation Debris,2018,9999
Payload Fragmentation Debris,2018,9999
Payload Fragmentation Debris,2018,9999
Payload Fragmentation Debris,2018,9999
Payload Fragmentation Debris,2018,9999
Payload Fragmentation Debris,2018,9999
Payload Fragmentation Debris,2018,9999
Payload Fragmentation Debris,2018,9999
Payload Fragmentation Debris,2018,9999
Payload Fragmentation Debris,2018,9999
Payload Fragmentation Debris,2018,9999
Payload Fragmentation Debris,2018,9999
Rocket Body,2018,9999
Rocket Body,1970,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Unknown,2018,9999
Rocket Fragmentation Debris,2018,9999
Unknown,2018,9999
Payload,2018,9999
Payload Fragmentation Debris,1992,9999
Payload Fragmentation Debris,1992,9999
Payload,2018,9999
Payload,2018,9999
Payload,1998,9999
Rocket Fragmentation Debris,2018,9999
Unknown,2016,9999
Rocket Fragmentation Debris,2018,9999
Payload,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Unknown,2018,9999
Rocket Mission Related Object,2018,9999
Rocket Mission Related Object,2018,9999
Rocket Mission Related Object,2018,9999
Rocket Mission Related Object,2018,9999
Payload Fragmentation Debris,1980,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Unknown,2012,9999
Unknown,2004,9999
Unknown,2010,9999
Unknown,2014,9999
Unknown,2014,9999
Unknown,2014,9999
Unknown,2014,9999
Rocket Fragmentation Debris,1988,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Payload Fragmentation Debris,1992,9999
Payload Fragmentation Debris,1992,9999
Rocket Fragmentation Debris,2012,9999
Rocket Fragmentation Debris,2010,9999
Rocket Fragmentation Debris,2010,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,1970,9999
Payload Fragmentation Debris,1986,9999
Payload Fragmentation Debris,1986,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2016,9999
Rocket Fragmentation Debris,2010,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2018,9999
Unknown,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Unknown,2014,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Unknown,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Payload,2020,9999
Payload,2020,9999
Rocket Body,2020,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Fragmentation Debris,2018,9999
Rocket Body,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Rocket Mission Related Object,2020,9999
Rocket Mission Related Object,2020,9999
Rocket Mission Related Object,2020,9999
Rocket Mission Related Object,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload Fragmentation Debris,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Rocket Mission Related Object,2020,9999
Payload,2020,9999
Payload,2020,9999
Rocket Body,2020,9999
Rocket Mission Related Object,2020,9999
Rocket Mission Related Object,2020,9999
Rocket Mission Related Object,2020,9999
Payload,2020,9999
Payload,2020,9999
Rocket Mission Related Object,2020,9999
Rocket Body,2020,9999
Rocket Debris,2020,9999
Rocket Debris,2020,9999
Rocket Debris,2020,9999
Payload Debris,2020,9999
Rocket Debris,2020,9999
Rocket Mission Related Object,2020,9999
Payload Debris,2020,9999
Rocket Debris,2020,9999
Rocket Mission Related Object,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Rocket Fragmentation Debris,2018,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Payload,2020,9999
Rocket Body,2020,9999
Rocket Body,2024,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Rocket Fragmentation Debris,2018,9999
Unknown,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Rocket Mission Related Object,2020,9999
Rocket Mission Related Object,2020,9999
Rocket Mission Related Object,2020,9999
Rocket Mission Related Object,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Rocket Body,2024,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Rocket Body,2020,9999
Rocket Debris,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Rocket Body,2020,9999
Payload,2020,9999
Rocket Body,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Rocket Mission Related Object,2020,9999
Unknown,2008,9999
Unknown,2014,9999
Unknown,2014,9999
Unknown,2014,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Rocket Body,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Rocket Body,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Rocket Mission Related Object,2020,9999
Rocket Mission Related Object,2020,9999
Rocket Mission Related Object,2020,9999
Rocket Mission Related Object,2020,9999
Payload Mission Related Object,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Payload,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Payload,2020,9999
Payload Mission Related Object,2020,9999
Payload Mission Related Object,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Payload,2020,9999
Rocket Body,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Payload,2020,9999
Rocket Body,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Unknown,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Rocket Fragmentation Debris,2020,9999
Rocket Fragmentation Debris,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Rocket Body,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Payload,2020,9999
Rocket Mission Related Object,2020,9999
Rocket Mission Related Object,2020,9999
Rocket Mission Related Object,2020,9999
Rocket Mission Related Object,2020,9999
Payload,2020,9999
Payload,2020,9999
