215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,705,710,715,720,725,730,735,740,745,750,755,760,765,770,775,780,785,790,795,800,805,810,815,820,825,830,835,840,845,850,855,860,865,870,875,880,885,890,895,900,905,910,915,920,925,930,935,940,945,950,955,960,965,970,975,980,985,990,995,1000,1005,1010,1015,1020,1025,1030,1035,1040,1045,1050,1055,1060,1065,1070,1075,1080,1085,1090,1095,1100,1105,1110,1115,1120,1125,1130,1135,1140,1145,1150,1155,1160,1165,1170,1175,1180,1185,1190,1195,1200,1205,1210,1215,1220,1225,1230,1235,1240,1245,1250,1255,1260,1265,1270,1275,1280,1285,1290,1295,1300,1305,1310,1315,1320,1325,1330,1335,1340,1345,1350,1355,1360,1365,1370,1375,1380,1385,1390,1395,1400,1405,1410,1415,1420,1425,1430,1435,1440,1445,1450,1455,1460,1465,1470,1475,1480,1485,1490,1495,1500,
1,0,1,2,1,0,0,0,2,3,3,3,2,7,3,11,1,7,10,8,8,12,18,30,12,13,40,99,13,353,321,16,18,17,23,28,27,27,30,38,35,41,59,46,37,43,60,139,37,43,61,64,70,2449,135,1879,55,104,111,128,152,91,56,66,71,75,1407,237,451,34,1103,148,687,53,50,57,46,16,9,40,12,39,59,28,139,10,26,14,8,31,5,7,6,6,17,16,12,24,10,3,3,2,3,4,2,2,5,8,8,3,4,6,5,73,6,7,12,13,15,4,8,12,10,13,0,1,2,7,9,1,1,8,2,1,0,6,2,20,3,12,1,1,1,9,1,1,3,44,19,4,0,1,3,2,5,0,0,3,4,6,4,0,7,2,8,2,1,8,5,0,4,0,88,4,5,1,32,1,2,11,5,7,0,1,0,1,0,0,55,0,1,0,55,52,52,51,51,109,62,56,51,114,54,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,1,1,1,0,0,0,0,0,1,7,4,47,
