150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,
2,7,18,102,831,503,3861,1983,3337,274,124,61,142,103,38,47,79,11,118,24,285,450,0,3,0,27,14,47,
