satellite_name,norad_id,C_pR_pR,C_pI_pI,C_pC_pC
STARLINK-6276,23099AD,0.0175482346675415,11.236526971435064,0.0401564097959053
STARLINK-6355,23099AE,0.0121371133949743,6.984933874325975,0.0429957679629443
STARLINK-5600,23099AF,0.0377030994077645,105.4792489466515,0.032440835633306
STARLINK-6299,23099AG,0.1171867644836565,187.92333200952916,0.1185483574590736
STARLINK-6347,23099AH,0.0781562424051088,4.277949872338059,0.0835632570072144
STARLINK-6348,23099AJ,0.0128658612816641,2.212264148924319,0.0184664309519834
STARLINK-6340,23099AK,0.0048381777943064,110.02504085558434,0.041429229687867
STARLINK-6343,23099AL,0.0011529041086588,44.41494540095697,0.0374000450881457
STARLINK-6356,23099AM,12.531123850456352,439979.1743182567,0.1258889677157111
STARLINK-6338,23099AN,0.0062228227577202,29.728214354707436,0.0134602720153947
STARLINK-5007,23099AP,0.1432515410811936,22640.90184676719,0.0005743758794998
STARLINK-6174,23099AQ,0.0138201354883177,926.5712882058266,0.026421090181483
STARLINK-6215,23099AR,0.1627701917425704,1801.4405939862384,0.0751748835811554
STARLINK-6218,23099AS,0.0096948682762691,0.6869895437367153,0.0149009097419135
STARLINK-6168,23099AT,0.0014935600660134,3.540449661620459,0.0202977319910375
STARLINK-5353,23099AU,0.0085061361943391,3.8343723274359207,0.0195391933661816
STARLINK-6032,23099AV,0.0135774417102336,19.533450767287796,0.0363374605493235
STARLINK-5975,23099AW,0.0019582021850874,3.7878471529847806,0.0304520459332263
STARLINK-6370,23099AX,0.0219385356392379,55.37712647675762,0.0381806591477588
STARLINK-6369,23099AY,0.1384005210610092,7.663997505130661,0.0058604034111335
STARLINK-6363,23099AZ,38.46010907126927,97051.35574256728,0.0705445214631716
STARLINK-6138,23099B,0.0877968405577605,39.700445860307454,0.0259968123079623
STARLINK-6367,23099BA,0.060648965620127,833.8448145969708,0.0116636977333094
STARLINK-6358,23099BB,0.0129356922159567,1.6421852312888137,0.0456998857077359
STARLINK-6364,23099BC,0.0034499914400986,21.03119068065045,0.0304338694946372
STARLINK-6361,23099BD,0.0074344136793126,0.458633880313955,0.0399922148538102
STARLINK-6366,23099BE,0.0117088794856962,2.6005078692359245,0.0414706227389525
STARLINK-6371,23099BF,0.3494537457018628,1670.8474717598242,0.0233955472347275
STARLINK-6212,23099C,0.0832096761392755,1799.548865724876,0.0462939595829057
STARLINK-6234,23099D,0.0001738213283,6.820679324276672,0.0290175245802402
STARLINK-5831,23099E,0.0097108368045256,7.724687879181399,0.0455782825328076
STARLINK-5585,23099F,0.0047557716434306,0.4551397188173059,0.0279568364019053
STARLINK-5589,23099G,0.0013376770865349,48.22305090132187,0.0288441364418239
STARLINK-6316,23099H,0.0314299063644413,20.460345448069237,0.0863649958942626
STARLINK-6320,23099J,0.0006865467336438,1.045118285608094,0.0492044332554153
STARLINK-6322,23099K,0.864523097576496,93995.49141223644,0.0085295744984385
STARLINK-6374,23099L,0.0040384259302513,134.99064212824408,0.0522505973402889
STARLINK-6332,23099M,0.014954363301316,2050.181209982377,0.0506706027709177
STARLINK-6321,23099N,0.0481312129708996,0.3065469112245236,0.0047366231731263
STARLINK-6377,23099P,0.067701645064303,517.2011720561775,0.0343466103201574
STARLINK-6375,23099Q,0.0136718853168572,0.6077050490794039,0.0348077175935938
STARLINK-6379,23099R,0.0110991386133163,130.80185463065425,0.0354447994447154
STARLINK-6380,23099S,0.0672743075454538,353.48070685510413,0.0245377003400268
STARLINK-6373,23099T,998.2495676571413,463680.826484227,0.7945818955509603
STARLINK-6359,23099U,0.1973953378554552,19.198431674809765,0.052746863780811
STARLINK-6378,23099V,31.85645742690873,250753.824360304,0.3615393052362148
STARLINK-6372,23099W,0.0877435175881978,0.7389504744785034,0.0283064729582607
STARLINK-6376,23099X,0.023965142690138,562.5003045585247,0.0504200051598939
STARLINK-6362,23099Y,0.0109442099077005,48.86418843487516,0.0871103617517385
STARLINK-6331,23099Z,0.0059145516984108,3.074231526938636,0.0243611320632879
STARLING 4,23100A,0.0007782114123385,0.280413065565689,0.0035240744442922
STARLING 2,23100B,0.0008781745651861,0.1118746727090875,0.0044527337147652
STARLING 1,23100C,0.0006456010334649,0.0137350830823302,0.0031148748129913
STARLING 3,23100D,0.0057394712746295,1.2919246021657471,0.0022156626972195
LEMUR-2-MANO,23100E,0.9950393384289984,3275.82165742088,0.0142446323904487
LEMUR-2-DEVERILL-M-T,23100F,0.0106369290984085,26.92080801563043,0.003454368344175
LEO 3,23100G,0.0012002168819505,0.0018834301891732,0.0024870525840225
TIANMU-1 07,23101A,0.0076128086412889,2.3487021102249304,1.1545901313770054e-05
TIANMU-1 08,23101B,0.0194997605068454,69.24110882010032,0.000544791467391
TIANMU-1 09,23101C,0.0085230609475373,2.782690956324059,0.0006017837935599
TIANMU-1 10,23101D,0.0089136872097178,4.082836342400464,0.0001954203154837
STARLINK-30240,23102A,0.0167241419344746,0.1626905879190801,0.0297363312018209
STARLINK-30195,23102C,4.710833171103804,30877.449443062877,0.027274416870982
STARLINK-30207,23102D,0.0260106096517525,45.07765760301622,0.0279273155085482
STARLINK-30205,23102E,0.051823611946573,0.1885089597077598,0.0174607150838931
STARLINK-30222,23102F,0.0204469885876118,13.7072518728358,0.0817336288419029
STARLINK-30172,23102G,0.0008074024295472,4.377422075977785,0.0516874305645527
STARLINK-30214,23102H,0.000668605433372,225.98086036931585,0.0613611593555196
STARLINK-30182,23102J,0.0102824643745854,4.635900863471705,0.0289844490501588
STARLINK-30191,23102K,0.0537059690027669,27.45236458369536,0.019318346069701
STARLINK-30193,23102L,3.1527872284175005,18733.87749667407,0.0038558360752518
STARLINK-30208,23102M,0.0407964548835603,36.53912205496179,0.0275828631514751
STARLINK-30224,23102N,0.0020691225257903,4.324718493397299,0.0626375372749105
STARLINK-30043,23102P,0.0018042555472181,62.33437890273554,0.0332531353091195
STARLINK-30221,23102Q,4.449418743244216,32874.155043621045,0.000756161232976
QIANKUN-1,23103B,4.688003084385897,7442.187994239613,0.000226229991502
2023-104A,23104A,0.0108359050459332,7.090018854739286,0.0002963672279145
2023-104C,23104C,0.0084370850476612,8.232819862022552,0.0002591758544212
STARLINK-30189,23105A,37.19942765619108,42623.50744820047,0.0096008931550343
STARLINK-30188,23105C,0.7856848052347976,3592.223275992862,0.0565984395331113
STARLINK-30105,23105D,0.009881580383157,0.3073784460237155,0.0303964309834442
STARLINK-30102,23105E,0.001855469735826,101.14557124014392,0.0756941435430983
STARLINK-30237,23105H,0.0373074504270443,388.2691198201312,0.0147143840713095
STARLINK-30158,23105J,0.0082893904708128,113.22543569622236,0.0622122161259476
STARLINK-30160,23105M,0.0152762980261257,9.94740869868081,0.0351795302373884
STARLINK-30146,23105N,0.0356710631883032,6.050518363445049,0.0284119244632854
STARLINK-30197,23105P,0.0048840008868874,20.66336748977,0.0043717817128538
STARLINK-30181,23105Q,0.0093556005987045,10.489887970724771,0.0413684394649383
STARLINK-30215,23105R,0.0360644242280711,13.732133003031873,0.0248181800744868
STARLINK-30162,23105S,1.538582866122205e-05,8.755063925281348,0.0836502960118803
STARLINK-30178,23105T,0.0935570957010178,3.530286006014053,0.0026216139488842
STARLINK-30196,23105U,0.0233132667444406,333.19154085498764,0.0231901291643009
STARLINK-30225,23105V,0.0013593710624871,8.978968043933415,0.0299311644114952
STARLINK-30217,23105W,0.0148658312938764,9.617249837489307,0.0427803119070372
STARLINK-30216,23105X,0.0104155148758957,1.89854913015697,0.0406375832183157
YAOGAN-36 05A,23106A,0.0202249095600528,7.297411053791508,0.0001016186599912
YAOGAN-36 05B,23106C,0.0164516509014313,1.9278347757406389,0.0007305498125053
YAOGAN-36 05C,23106E,0.0148615344806751,1.0786398798235437,0.0007367287999706
STARLINK-30165,23107A,0.0080807747848198,14.41388753738497,0.0273603584385755
STARLINK-30140,23107B,0.0158268452196685,42.35014710592854,0.0278636303113506
STARLINK-30077,23107D,0.0088282414879822,83.75875535830028,0.0207455534027924
STARLINK-30229,23107E,30.503119561378877,87629.7181087159,0.0306840304407597
STARLINK-30088,23107F,0.0065365810538079,16.416173874375826,0.0614137871224554
STARLINK-30091,23107G,0.0527488771254257,2.0432005482599287,0.1937923997001722
STARLINK-30116,23107J,0.0410203262043396,19.79146892357221,0.0777060920237911
STARLINK-30092,23107L,0.0306554924809031,56.330438757081225,0.0418587934528385
STARLINK-30039,23107M,0.0258000297459816,1.8966014289785376,0.0505629009788337
STARLINK-30171,23107N,0.0259894075115831,6.106641852784564,0.1685807904458568
STARLINK-30186,23107P,0.5539183121801157,8828.399625009723,0.0198865605832605
STARLINK-30204,23107R,0.0010056649015959,5.2203868318475495,0.080153410026473
STARLINK-30155,23107U,0.0076263947024261,14.018362609866688,0.0361974418455827
STARLINK-30161,23107V,0.0172708223208127,17.238180783040796,0.0434765773593616
STARLINK-30176,23107W,0.0688243373286889,1656.2835671906687,0.0441565892194778
JUPITER 3 (ECHOSTAR 24),23108A,0.0024117333280715,0.0208323713770613,1.698308632315742
FENGYUN 3F,23111A,0.0025193426590152,0.0011687459826296,0.0039835382996337
GALAXY 37 (G-37),23112A,0.2013628138585507,2.791732849383451,7.246052849226894
STARLINK-30154,23113A,0.0192551290059582,11.852740014757533,0.0452437774035195
STARLINK-30145,23113B,0.0222742880173385,87.81453211392558,0.0320092778856545
STARLINK-30226,23113C,0.0093944289358389,78.07909596682364,0.0379656890816993
STARLINK-30203,23113D,0.0137068139056166,154.62429956866413,0.1095596772933691
STARLINK-30169,23113E,0.0133839129927053,7.669463375621626,0.1023603615121549
STARLINK-30164,23113F,0.0989705142493384,170.87320140111618,0.0533459541597408
STARLINK-30072,23113G,0.0183267408283242,397.3283061273828,0.0861365000937625
STARLINK-30230,23113J,0.0554065270718911,100.91393300039198,0.0706888591093484
STARLINK-30213,23113K,0.4695896093283358,23.62953404013212,0.0648382198227235
STARLINK-30227,23113L,0.0715534764840577,11.461760442440088,0.0378199970107265
STARLINK-30212,23113M,0.0020928259196178,0.4380136809837813,0.0342530586347578
STARLINK-30219,23113N,0.0066967279771109,0.4507051641569644,0.0121427413886739
STARLINK-30074,23113P,0.0464065565064621,62.27230236088511,0.0452880944228595
STARLINK-30082,23113Q,0.0086809509242906,7.651657419469175,0.0415677851416469
STARLINK-30153,23113R,0.0096302086880721,5.875023127971934,0.0466020786055179
STARLINK-30147,23113S,0.0083881167482603,34.93030939821895,0.107563813622679
STARLINK-30157,23113T,0.0282806062407887,3.0695597245598885,0.0539192321491399
STARLINK-30168,23113U,0.002424228637617,24.883782523668884,0.030372574700777
STARLINK-30231,23113V,0.0105713293241714,7.0991997064187,0.0541274674895319
STARLINK-30081,23113W,0.0034675324452865,61.56341059822999,0.0415800922602683
STARLINK-30149,23113X,0.0093073527513241,22.473546659616208,0.051117222673155
COSMOS 2569 [GLONASS-K2],23114A,1.4630035751603518e-05,0.0144443096341828,0.0002658745773765
STARLINK-30259,23115A,0.0835552492130918,14.17744832621026,0.0511442548737694
STARLINK-30256,23115B,0.0051473202538719,100.9789155478726,0.1272357522013741
STARLINK-30261,23115C,0.1189104668671465,176.3993567475201,0.0583849998589936
STARLINK-30260,23115D,0.0058875748890962,9.536948760133214,0.0322649964494826
STARLINK-30253,23115E,0.01072639506432,30.03190122520133,0.0511374077243645
STARLINK-30257,23115F,0.0802907023870632,505.7093448369256,0.0341268128520359
STARLINK-30250,23115G,0.0547633747236699,21.13834798329324,0.116055635387265
STARLINK-30269,23115H,0.0091935529500667,1.8394337823773916,0.1084191491717563
STARLINK-30266,23115J,0.021239960395616,87.70550913687393,0.0726281151242708
STARLINK-30270,23115K,0.0100046743598983,6.61487520372116,0.0477572300759136
STARLINK-30268,23115L,0.0152769228014803,3.4732074459707647,0.0516103686336233
STARLINK-30251,23115M,0.0101761781609738,2.61955210133276,0.0386187229867901
STARLINK-30254,23115N,0.0202430917760268,44.27147289495065,0.072488329507866
STARLINK-30264,23115P,0.0005215864608712,210.3832369993472,0.0460008778750254
HJ-2F,23116A,0.0104702130246489,1.331275181990761,0.0010325441208898
2023-117C,23117C,0.0095079445224481,26.799907545813618,0.0001756613175934
2023-117F,23117F,0.0060853864423858,14.674388795211248,4.963628848188988e-05
STARLINK-30166,23119A,0.0037014722195886,36.579012542845575,0.0340438225642477
STARLINK-30223,23119B,0.0022906618215626,8.832152462847004,0.097150133349792
STARLINK-30218,23119C,0.2087801728608614,0.2389802401840401,0.0023011998281692
STARLINK-30138,23119D,0.0443088774690689,3.466917450938338,0.0269750312838932
STARLINK-30255,23119E,0.1532827468901145,1.630257662150265,0.0765146243933782
STARLINK-30252,23119F,0.0010376169557652,0.6655173033921018,0.0057658496157485
STARLINK-30258,23119G,0.0151377790143959,11.191247569301453,0.0336297146072747
STARLINK-30174,23119H,0.0089847814527965,5.073689756435231,0.0216052370433107
STARLINK-30248,23119J,0.0074510339972591,384.9015417184621,0.0259116980477489
STARLINK-30052,23119K,0.0291506032020859,44.98080748695129,0.079595627998509
STARLINK-30245,23119L,0.0334419721236851,68.50118667913671,0.0334714108736952
STARLINK-30041,23119M,0.0620655182183654,752.39044479471,0.0658193909744356
STARLINK-30244,23119N,0.038958207350951,20.16987947349008,0.150715934943155
STARLINK-30246,23119P,0.0577308030193798,173.37737778868194,0.0516733117096436
STARLINK-30075,23119Q,0.0043986183276315,12.96397454224186,0.0388449083079563
STARLINK-30148,23119R,0.0321620126182148,82.81369886406928,0.0273836916504221
STARLINK-30249,23119S,6.369628958160538,41926.71152184304,0.0129813187574765
STARLINK-30141,23119U,1.5954575631332482,110200.68836377205,0.0001100281875049
STARLINK-30150,23119V,0.005346476573524,170.8646821890093,0.0355485653832492
STARLINK-30056,23119W,0.0001896112257519,3.4569315695946323,0.0600070678597329
STARLINK-30100,23119X,0.0002524691632131,1.328012121259143,0.114921349473081
LUDI TANCE-4 01A,23120A,4.582594147257112e-05,1.190363134430077,0.0017493449886616
HEAD-3A,23121A,0.0043957096143428,0.0471056413409552,0.0383470523955337
HEAD-3B,23121B,0.0050968245126596,0.1633359532604709,0.038573977696884
HEAD-3C,23121C,0.0050091617387502,0.1739883617896609,0.0416126043308397
HEAD-3D,23121D,0.0049453999671458,0.1351895632893993,0.0403316353050453
HEAD-3E,23121E,0.0052108000267654,0.2073588693129998,0.0375558944073009
STARLINK-30309,23122A,0.0106437200152201,5.418158484488044,0.0531510658498837
STARLINK-30306,23122B,0.0100831931709411,32.99849204019236,0.0511394130726975
STARLINK-30323,23122C,0.0700909949827151,322.91863006152937,0.0478428463200024
STARLINK-30329,23122D,0.0040295353545445,27.804170223641584,0.0436829596646597
STARLINK-30330,23122E,0.0040581039235644,21.491848771242104,0.0247750674848326
STARLINK-30311,23122F,0.0122287321453219,13.674563929023002,0.0335859889879154
STARLINK-30328,23122G,0.0085381886823122,2.20071801401714,0.0294763818638637
STARLINK-30326,23122H,0.028774779900035,14.244313858739991,0.0723287805026658
STARLINK-30324,23122J,0.0139143078653284,25.062033688764487,0.0620010571671646
STARLINK-30312,23122K,0.0180247341135667,7.515921303881933,0.0174582029321867
STARLINK-30263,23122L,0.0199381942444101,948.7796846433408,0.3469521406798342
STARLINK-30280,23122M,0.0578617281151199,9.568640075714342,0.0095191846863564
STARLINK-30247,23122N,0.0208618039241077,31.74318673636253,0.0589105521112328
STARLINK-30277,23122P,0.0047351052943377,350.6687845216791,0.0590940880202404
STARLINK-30265,23122Q,0.0467302315529603,9.261393272090718,0.0028294886481715
STARLINK-30286,23122R,0.0025565432190377,205.2023233048904,0.1327156493861772
STARLINK-30243,23122S,0.0182059748867429,55.27606495353393,0.0740648054425414
STARLINK-30299,23122U,0.0783125316123989,524.9474221510733,0.0736155092542997
STARLINK-30294,23122V,0.0018220612342867,14.681472578836926,0.0203900509244447
STARLINK-30276,23122W,0.0132276465435174,1.4938236199512729,0.0506135601042962
STARLINK-30289,23122X,0.0065543007907897,19.35782144016396,0.0475031943230912
GAOFEN-12 04,23123A,0.0040998743752057,0.0988115690693467,2.1688970010056585e-05
STARLINK-30267,23124A,0.0057187007549759,4.312481430838002,0.0181016061065354
STARLINK-30298,23124C,0.007477658915503,14.570510530446978,0.010788683257761
STARLINK-30301,23124D,0.0028136738680001,1.285817180788159,0.0182550177478504
STARLINK-30275,23124E,0.0048508126249312,27.58497910006228,0.0059267166680635
STARLINK-30278,23124F,0.0142564334374225,6.235610539940028,0.0284759044503341
STARLINK-30271,23124G,0.0963253341201179,84.85317834542812,0.0028046202198229
STARLINK-30322,23124H,0.0022049679158752,517.5814207139091,0.0417594131461884
STARLINK-30296,23124J,0.0769168215157724,10.990806296621264,0.013413728624492
STARLINK-30274,23124K,0.0118427453408144,2.369578017521367,0.0162607471022015
STARLINK-30316,23124L,0.0038838047693643,51.4626573812565,0.0087187582948432
STARLINK-30313,23124P,0.0031161380564048,2.450188350306909,0.024241890754188
STARLINK-30303,23124Q,0.0194929723999944,11.595963812767874,0.049376563805252
STARLINK-30320,23124R,0.0251522707080829,1.1028596022683488,0.0001431503334174
STARLINK-30321,23124S,0.0101037300645926,0.1373162660029583,0.0275915716102659
STARLINK-30283,23124T,0.0023604240583917,9.211594686402911,0.0175233429326311
STARLINK-30273,23124U,0.0062704836269057,0.0244434942584345,0.0117509092710306
STARLINK-30297,23124V,0.0036214995536481,0.0091578204001058,0.0012087333147972
STARLINK-30295,23124W,0.0007754507277782,108.3857828417049,0.0363659690634286
CAPELLA-11 (ACADIA-1),23126A,0.035699032206477,333.3954530658534,0.1037158042346588
JILIN-1 KUANFU 02A,23127A,0.005472225162655,0.2000251865078104,0.000149972699497
STARLINK-30288,23129A,0.1107709294728359,80.5169009544978,0.1006751935363336
STARLINK-30347,23129B,0.0143522253871242,0.1283868600097825,0.1477565656671919
STARLINK-30332,23129C,0.0070608179634929,1.217135672133094,0.1046693205201916
STARLINK-30345,23129D,0.1383347190717143,62.651728415931,0.0313475626902975
STARLINK-30333,23129E,0.2172207047488273,124.88368462047964,0.0483750798639121
STARLINK-30336,23129F,0.0814381085303497,395.648763639058,0.0464774433434837
STARLINK-30346,23129G,0.2353103561842752,991.7457522194172,0.0608562171071159
STARLINK-30327,23129K,0.083753966861819,347.7549095012398,0.0038243722507612
STARLINK-30315,23129L,0.1164393309759303,1315.042072174448,0.031287612312819
STARLINK-30287,23129M,0.1772559089355505,44.00610381648182,0.0954074077360608
STARLINK-30335,23129N,0.2016004796581728,1021.4616546266492,0.0928467555719309
STARLINK-30318,23129P,0.0270515938623299,18.89513183373401,0.060046612972239
STARLINK-30348,23129Q,0.0452883325854618,828.410138532495,0.0738592889410837
STARLINK-30349,23129R,0.0910089463714341,143.37402384449308,0.2109213515672692
STARLINK-30341,23129S,0.0214389163991524,124.11745403446982,0.0245785627556304
STARLINK-30300,23129T,0.0088803612157026,64.48193566238118,0.0412074487871796
STARLINK-30281,23129U,0.0203645691140044,8.548067242661233,0.0647269780007998
STARLINK-30325,23129V,0.0430122580926278,15.119559168757192,0.0202539434794663
STARLINK-30338,23129W,0.0069899381948656,1.2848068389712917,0.0699168242388785
STARLINK-30334,23129X,0.0044959067798434,390.9134149971943,0.0554620038158685
YAOGAN-39 01A,23130A,0.002343929297857,0.0106366654871758,0.0007301068980064
YAOGAN-39 01B,23130B,0.0150415582347544,0.567258088275225,0.0011451793508184
YAOGAN-39 01C,23130E,0.0110414450748435,1.363134446596164,0.0001155293781422
STARLINK-30375,23131A,0.1168745834972648,82.04569912737912,0.0236351452283502
STARLINK-30310,23131B,0.027967881805708,1.390999958154196,0.026240274364047
STARLINK-30365,23131C,0.136012602455572,612.6178925080972,0.0341422397696369
STARLINK-30371,23131D,0.1236157666516796,6.574032162413054,0.0120829469180861
STARLINK-30352,23131E,0.0086772972246407,80.24306320428738,0.0431532905837859
STARLINK-30344,23131F,0.019747334669728,166.02764589362872,0.0294271043901239
STARLINK-30351,23131G,0.0219258297831677,24.41138603140981,0.0766497083561196
STARLINK-30242,23131H,0.0098685251790205,197.56825583968677,0.0271753134648261
STARLINK-30331,23131J,0.0141679587787808,29.06157006261231,0.0298947131571093
STARLINK-30364,23131K,0.0151388054626278,7.008595149709951,0.021658016360235
STARLINK-30308,23131L,0.1928043575397361,15.215561343818578,0.0281362470824838
STARLINK-30361,23131M,0.0740128706359726,123.19460992722642,0.0431313654897382
STARLINK-30363,23131N,0.000759809365478,0.0612142572018379,0.0348507498642858
STARLINK-30362,23131P,0.0005255089547526,1.7233875197989796,0.0256759222959511
STARLINK-30350,23131Q,0.0028016082204182,22.03135380342017,0.0875514321594238
STARLINK-30307,23131R,0.0817253640844217,48.10742200863757,0.0441628882511203
STARLINK-30356,23131S,1.920854796760632,50471.46127144364,0.0060477134730434
STARLINK-30366,23131T,0.0607609107095548,294.3090560777783,0.0512996949046461
STARLINK-30357,23131U,0.0577108592807434,7.025925790343711,0.0116919882919747
STARLINK-30370,23131V,0.0383965285495182,316.4181790702215,0.0899559774123625
STARLINK-30368,23131W,0.0718547924408481,403.3864420170401,0.0222866772895323
STARLINK-30343,23131X,0.0271690704807018,159.670238732572,0.0701050608371965
WILDFIRE 4,23133A,0.0018057797351495,0.0005739234628436,0.0014046987276308
BB4,23133B,0.0,0.0,0.0
WILDFIRE 3,23133C,0.0016595666600942,0.0058037653875087,0.0008236236870243
BB3,23133D,0.0027262271189103,0.205619938044577,0.00046984572063
WILDFIRE 7,23133E,0.0016696050073211,0.0021274718963648,0.0009812715530029
CHECKMATE 10,23133F,0.001508227866666,0.0005437984416069,0.0009339822567723
WILDFIRE 6,23133G,0.0017629268445495,3.995139716978882e-05,0.0011107274859409
WILDFIRE 1,23133H,0.001529541968766,0.0001973776717044,0.0010353456836318
WILDFIRE 9,23133J,0.0016331618864611,0.0027325844467348,0.0007817793294669
WILDFIRE 10,23133K,0.0018103051174721,1.3181616417548332,0.0011982799849345
WILDFIRE 2,23133L,0.0019199978078625,0.0088581856821457,0.0009341382890048
WILDFIRE 8,23133M,0.0018203266534283,0.0002969797015731,0.0014251770904698
WILDFIRE 5,23133N,0.0014476244916988,0.0006763726362203,0.0013162099007634
STARLINK-30397,23134A,0.0396095418305253,32.015532396401504,0.0117037478007513
STARLINK-30354,23134B,0.0397505016402922,12.15433242422764,0.0690041095261844
STARLINK-30383,23134C,0.0023769949582278,18.366156117817997,0.0157107713708843
STARLINK-30384,23134D,0.0173212873756995,14.039707165048435,0.0495008949872421
STARLINK-30305,23134E,0.1199162866994334,395.8754275144655,0.0750126713521997
STARLINK-30360,23134F,0.0036538704412173,1055.5818452499489,0.0391480712341815
STARLINK-30355,23134G,0.2959446255767964,3900.434680057832,0.0163410139698195
STARLINK-30385,23134H,0.1096925582365241,3.777513532362328,0.0623273049823135
STARLINK-30359,23134J,0.0037092311911131,2.438210425927724,0.0194210372879718
STARLINK-30380,23134K,0.024527297445326,4.144809999146497,0.0240122850907607
STARLINK-30369,23134L,0.0383961658975089,53.12947301670943,0.0089063473647103
STARLINK-30376,23134M,0.0158731107503908,4.0142207012507605,0.0143365772330497
STARLINK-30389,23134N,0.0080827868975279,4.906019338065885,0.0816298238882057
STARLINK-30388,23134P,0.0366377641887385,17.086761880607945,0.0069005051623491
STARLINK-30381,23134Q,0.0555000209126481,99.40670983411266,0.0472045688836526
STARLINK-30382,23134R,0.0041477648943262,35.19026557670661,0.0253472622942665
STARLINK-30378,23134S,0.0005842226317062,15.18937326863792,0.0046057948127562
STARLINK-30387,23134T,0.0049975536409634,35.483259535074886,0.073266572986379
STARLINK-30372,23134U,0.0056003279475787,1.6905361287863865,0.074512291808063
STARLINK-30367,23134W,0.0159400593032518,6.159134091283098,0.0317372343416096
TIANQI-21,23135A,0.0001482382772086,0.0041585625571769,0.0188146430712851
TIANQI-22,23135B,3.149365616110392e-05,0.0011393402953323,0.0181584152640402
TIANQI-23,23135C,0.0002000260045311,0.072295701530962,0.0218752500257088
TIANQI-24,23135D,0.0001137365356439,0.0498214166950293,0.0198301142412943
YAOGAN-33 03,23136A,0.0032063843129291,0.0424343247061255,0.0003703027572121
XRISM,23137A,0.005251776380973,0.8256737477939927,0.0077756365215573
STARLINK-30374,23138B,0.0094379913982428,0.5918850262770647,0.0872284068256491
STARLINK-30394,23138C,0.0440625120509115,2258.879918656902,0.1260242823489443
STARLINK-30379,23138D,0.0379550850810264,0.6036074636591402,0.0187039326009359
STARLINK-30395,23138E,0.0212892429191594,6.957031018892669,0.0068137618961097
STARLINK-30403,23138F,0.0206271585619757,0.2230607911560285,0.0150286370323703
STARLINK-30413,23138G,0.0961284933223382,3.522923520014122,0.0237350701703527
STARLINK-30398,23138H,0.0004546462478668,7.256112912449826,0.0247896064830577
STARLINK-30386,23138J,0.0133833503696885,7.39747025133908,0.0219927371823371
STARLINK-30391,23138K,0.0792337283094869,819.8196725234413,0.0272351214275531
STARLINK-30401,23138L,0.0434479604866623,32.17787436076971,0.1099053251712485
STARLINK-30390,23138M,0.0102600965605786,83.71198806917366,0.0332588513604861
STARLINK-30409,23138N,0.0087812339772168,93.35030184528785,0.0216115364703367
STARLINK-30415,23138P,0.0007546739113263,6.406268725652755,0.0130343711730455
STARLINK-30407,23138R,0.0041819190923025,6.2620841783358365,0.052170182153589
STARLINK-30408,23138S,0.0343353877022126,3.385768383354405,0.0802331788108328
STARLINK-30377,23138T,0.0216596799213276,8.024222239222796,0.1197938113069492
STARLINK-30422,23138U,0.0117611846481492,14.003827675558444,0.0353050507829917
STARLINK-30402,23138V,0.0379211714197117,48.73408039324614,0.1243572229428707
STARLINK-30411,23138W,0.1497533965194862,126.12405496761632,0.0223469225851299
STARLINK-30418,23138X,0.0869788677863475,42.94371820113325,0.0233568697564139
YAOGAN-40 01A,23139A,0.0079159653985599,0.0001946591281565,0.0001951525717737
YAOGAN-40 01B,23139C,0.0077497041673965,0.000413918396366,0.0003542740906797
YAOGAN-40 01C,23139D,0.0084685594545831,6.641115925794122e-05,0.0002309407018265
STARLINK-30285,23141A,0.0004959919672738,10.824231409046863,0.0266270983310797
STARLINK-30410,23141B,3.5364076896627896,135373.2920137143,0.0807681638905942
STARLINK-30435,23141C,0.0195207751999253,22.292391286161312,0.0501063518777248
STARLINK-30423,23141D,0.0356157203167554,50.429079973600864,0.0074703918480274
STARLINK-30292,23141E,0.0119809157954347,22.617600477278728,0.0161410887047878
STARLINK-30416,23141H,0.0047282391166811,2.4212062428068863,0.0132201495118047
STARLINK-30426,23141J,0.0106673103461076,15.114741993881797,0.0120401344060326
STARLINK-30430,23141K,0.0016713834123122,245.75397383204267,0.0897617806495654
STARLINK-30425,23141L,0.0041109297787002,2.718842149338081,0.0140149650711314
STARLINK-30405,23141M,13.459284680879922,85369.8555964874,0.0043667459091729
STARLINK-30431,23141N,0.0168653734880583,42.17921995791223,0.0082762456215619
STARLINK-30404,23141P,0.0008997778026253,1.4619639111462952,0.0076576155964316
STARLINK-30412,23141Q,0.0005306883511148,2.3674751486965397,0.0040174074766081
STARLINK-30392,23141R,0.010075164055814,77.01192145859446,0.0223040407160289
STARLINK-30291,23141S,1.8115695394776632,28791.71737861962,0.019268671419265
STARLINK-30424,23141T,0.0014256773041918,8.806344795755118,0.0072049718775018
STARLINK-30290,23141U,0.0008859077625741,0.2165858904274046,0.0025862608797
STARLINK-30414,23141V,0.0323979756633579,2.20061682074521,0.0105190094244498
STARLINK-30272,23141W,0.0005774742178216,8.002492314941207,0.0131216779930021
STARLINK-30432,23144A,0.0047294640988777,5.468772817856307,0.0687928622627173
STARLINK-30427,23144B,0.0610290886423734,19.857140442728756,0.0236981400793764
STARLINK-30393,23144C,0.0559545695475172,842.3028267642526,0.0229840898953383
STARLINK-30439,23144D,0.009891089445956,113.9151394908489,0.0960206330590689
STARLINK-30442,23144E,0.0093747498517744,4.295766453130439,0.065043940475536
