satellite_name,norad_id,C_pR_pR,C_pI_pI,C_pC_pC
HONGYAN 1 (CHONGQING),18112F,9.354333602246277e-06,0.0496824413018823,0.0120864468374614
YUNHAI-2 01F,18112G,4.162521798616387e-05,0.3154692281653027,0.0114108520590349
ZHONGXING-2D,19001A,0.4478386660199109,341.977652065252,1.1659126614107016
IRIDIUM 180,19002A,0.0116646494632652,1.3148037778681,0.0011717734000066
IRIDIUM 176,19002B,0.0155062859158252,94.95351119975254,0.0020727501825733
IRIDIUM 168,19002C,0.0101650723081641,0.0047500027995355,0.0004417541598795
IRIDIUM 173,19002D,0.0094650197382416,0.243757200846342,1.7009850755145334e-05
IRIDIUM 169,19002E,0.0099870597236934,0.0123565176729686,1.9330502077049565e-05
IRIDIUM 172,19002F,0.013142076659521,3.290595913599765,0.001294405460552
IRIDIUM 175,19002G,0.0094951808525613,0.0010586543507034,0.0001493957065319
IRIDIUM 171,19002H,0.0103049253236397,0.0192720733262155,0.0005826464037937
IRIDIUM 170,19002J,0.0169007622097112,1.2238464244220877,0.0003490663199683
IRIDIUM 167,19002K,0.0101734984738669,0.0116670526739757,0.0004446936404158
JILIN-1 09,19005B,0.0063718631485641,0.0907482873036447,0.0005929909405649
JILIN-1 10,19005E,0.0046372429311777,0.323146768939327,0.0002780123983922
HELLAS-SAT 4 & SGS-1,19007A,0.9028775685984508,773.7855407425164,1.355895205511214
GSAT-31,19007B,0.053834244816055,0.1479244884556555,0.0178979496097981
EGYPTSAT-A (MISRSAT-A),19008A,0.0050099756983085,1.2871049013276965,0.0012801666322869
NUSANTARA SATU,19009A,0.6515826498445337,45.24917931663345,3.442897939425356
S5,19009D,0.0,0.0,0.0
ONEWEB-0012,19010A,0.0067554468573016,0.0135811702256821,4.670520828281205e-05
ONEWEB-0010,19010B,0.0057036799601234,0.1914668985523982,0.0003435482898
ONEWEB-0008,19010C,0.0060743131154858,0.1292903898010554,0.0001222873604218
ONEWEB-0007,19010D,0.004044037065063,0.0287912702979943,5.497456826118367e-05
ONEWEB-0006,19010E,0.0074953626792484,28.88849159178344,0.000699374147132
ONEWEB-0011,19010F,0.0049474707642232,0.0331488894863382,0.0001652766027967
ZHONGXING-6C,19012A,1.0090521943462396,50.89686392338555,0.2891553960506228
WGS 10 (USA 291),19014A,0.1269721031086103,1.5491632062623415,5.490000829113686
PRISMA,19015A,0.0037292997186408,1.2704965080865194,0.0052699315817989
TIANLIAN 2-01,19017A,0.0023895846195107,1.5219325441843004,0.0007601960297408
EMISAT,19018A,0.002032421358864,0.5023009315311683,0.0016724610306358
O3B FM20,19020A,0.0002705651234128,0.0033073465679306,0.0142764551773291
O3B FM19,19020B,0.0,0.0,0.0
O3B FM17,19020C,0.0024908126081745,0.2762054494226619,0.0311436524259757
O3B FM18,19020D,2.9817928485934533e-05,0.0082658788414126,0.0221568514592454
ARABSAT-6A,19021A,17.87040282392904,986.3310024462788,0.0206501408764197
BEIDOU-3 IGSO-1,19023A,0.1259385290353234,9.006923560458969,0.1137398122068986
TIANHUI 2-01A,19024A,0.0004952629684212,0.0091608535354504,0.0003804474307958
TIANHUI 2-01B,19024C,0.0008164119678719,0.0009407307514395,0.000216152866851
BEIDOU-2 G8,19027A,0.355347517453118,3.960912592648796,0.1132605187782042
RISAT-2B,19028A,0.0098811329500845,0.2403063947718327,0.0001836051429031
COSMOS 2534 [GLONASS-M],19030A,0.0001621705588989,0.2713435298062462,0.0005958219220443
YAMAL 601,19031A,0.037712887467233,0.6743082646006786,1.283923029115998
BUFENG 1A,19032A,0.0146067921387138,13.91092717367432,0.0448176146331113
BUFENG 1B,19032B,0.0051762891571029,2.292617156124197,0.0229680214586631
JILIN-1 GAOFEN 3A,19032C,0.0031543610570601,3.708006939992997,0.0512569955136214
TIANQI-3,19032E,0.0027711279124594,3.1036769694242943,0.0710600158231648
RCM-1,19033A,0.0064415770211028,4.529163953936087,0.0019610299987007
RCM-3,19033B,0.0048063470417013,7.559607398834721,0.0024888146364689
RCM-2,19033C,0.0008392815604333,0.0347031646175872,0.0004736138831315
AT&T T-16,19034A,0.0242075386509121,42.27189368025935,0.162938935436669
EUTELSAT 7C,19034B,0.0505843729901099,37.12116774641516,0.2330553795900882
BEIDOU-3 IGSO-2,19035A,6.965827858005058e-05,1.0373498523588742,0.0110927331896555
PROX-1,19036A,0.0007043464077327,9.55660012446193,0.0584785678858295
NPSAT1,19036B,0.0050116378546882,0.1043905517470982,0.0706497686539171
OTB,19036C,0.0011927494740852,0.0433385827062255,0.0460117847038031
FORMOSAT 7-3,19036E,0.001999676875423,0.1286547036996425,0.0828795386201168
DSX,19036F,0.0006685773718847,8.765653524818571,6.464393231136692e-07
FORMOSAT 7-1,19036L,0.0029256266895321,0.3516597845543709,0.0503962469497015
FORMOSAT 7-4,19036M,0.0024593180700677,0.0491576817915259,0.0508674306863295
FORMOSAT 7-2,19036N,0.0031325999022291,0.3555448824335124,0.0725547013409554
FORMOSAT 7-6,19036Q,0.002197410903447,0.2037208250616679,0.0478790975956282
FORMOSAT 7-5,19036V,0.0033071856522897,0.2509534216925984,0.0459894405968338
METEOR-M2 2,19038A,0.0008697814685686,0.0849196410896621,0.0028872405190493
ICEYE-X4,19038D,0.0102876718054445,3.0058810677739936,0.0013018974443468
MOMENTUS-X1,19038Y,0.0107098403240261,56.27253433323563,0.0010665395234462
COSMOS 2538,19039D,0.0050130677976894,3.1922788319804685,1.4333898615518327e-06
YAOGAN-30 06A,19045A,0.0052832866706047,0.3667982183270115,0.0014513020024435
YAOGAN-30 06B,19045B,0.0094952684535728,0.3121111000413032,0.001409617943071
YAOGAN-30 06C,19045C,0.0090221747135597,0.2146512360402453,0.0002995590140782
MERIDIAN 8,19046A,1.503470944822601,2.6366713865005185,0.1058506372483021
COSMOS 2539,19048A,13.532369567456088,44.75653134900463,37.42061030520351
EDRS-C,19049A,0.2421224246943928,0.0144910778287484,0.0749042471549401
INTELSAT 39 (IS-39),19049B,0.1879445282427109,18.760744510419368,4.2023671410119
AMOS-17,19050A,0.3795383325424113,0.2537450333429039,17.66265160986095
AEHF-5 (USA 292),19051A,0.0057326713106231,0.1854551887860737,1.958451269178574
BRO-1,19054A,0.0017373896490052,165.76289952795702,0.2009695151891851
GLOBAL-4,19054E,0.015236460239079,3.861903446312532,0.0736253431302227
NAVSTAR 78 (USA 293),19056A,0.0236372356471255,0.0236805116212486,0.0024291772461011
COSMOS 2540,19057A,0.0014557248487338,7.664549011825116e-05,0.0050694683088476
KX-09,19058B,0.0048528603974121,0.3803508587731221,0.0025370461323363
ZY-1 02D,19059A,0.0031924027720362,1.1920363870851125,0.0043047859654583
BNU-1 (JINGSHI 1),19059B,0.0030820007718521,0.0335442310273205,0.0055020073003761
TAURUS-1 (JINNIUZUO 1),19059C,0.0023582025049924,3.1004674257246423,0.0010241525998052
ZHUHAI-1 03B,19060C,0.0021609347008256,12.945829642824652,3.075780201427849e-06
ZHUHAI-1 03C,19060D,0.0862791778651736,1259.1420756894877,0.0016121767953058
ZHUHAI-1 03D,19060E,0.0004369604685324,2.238473339333789,7.2008442978578e-05
ZHUHAI-1 03E,19060F,0.0024184552751381,5.682893817524205,0.0003679752826474
BEIDOU-3 M24,19061A,0.0003905083813924,0.0782578833853993,0.000224114397035
BEIDOU-3 M23,19061B,0.004642750495961,0.3312789776789259,0.000202686897947
YUNHAI-1 02,19063A,0.0031561647523018,0.0003726284287254,0.0026558088844501
COSMOS 2541,19065A,0.0003620668151697,0.0004796689042091,0.0089938657943946
GAOFEN-10R,19066A,0.0050298014267002,0.2618454427168454,0.0012747991648924
EUTELSAT 5 WEST B,19067A,0.2150258990776882,0.1082734701355327,0.0005826084698923
PALISADE,19069A,0.0038917999702623,0.5099099497031374,0.0002949253748085
TJS-4,19070A,0.0298543567303766,0.2822616972761056,0.0024371806468591
GAOFEN-7,19072A,0.0056435212588487,1.384591821525584,9.38659968643736e-08
BEIDOU-3 IGSO-3,19073A,0.0,0.0,0.0
STARLINK-1036,19074AE,0.02262302667709,1.2871459321725955,0.0171993645348934
STARLINK-1039,19074AH,0.0011120774582613,8.15460665510419,0.0161049493741235
STARLINK-1042,19074AL,0.0029573505682173,27.159530173683525,0.041323361872863
STARLINK-1043,19074AM,0.0246456257876484,51.66482690629702,0.0391162078403177
STARLINK-1046,19074AQ,0.002571547979169,21.587043931037,0.034921488494843
STARLINK-1047,19074AR,0.0070257880727017,0.2444697446362337,0.0092751420961147
STARLINK-1048,19074AS,0.0458361434065029,59.94683979440346,0.0002346698576791
STARLINK-1008,19074B,0.0277886983650005,116.58367453220488,0.0456617215926244
STARLINK-1063,19074BH,0.0063769713345589,18.700845064920983,0.0244064680350708
STARLINK-1067,19074BL,0.0347923685923858,1153.8246613428885,0.0269434171215902
STARLINK-1068,19074BM,0.0087532378172212,117.69050636907627,0.0323049638670826
STARLINK-1012,19074F,0.0503810967181273,968.5563067606256,0.0183064062720244
STARLINK-1017,19074L,0.0011739900628554,121.82804998637874,0.0062686232712857
STARLINK-1019,19074M,0.0986140442823142,2455.123885635171,0.0403429972025641
STARLINK-1020,19074N,0.0772458950709295,1376.9845455346558,0.0154140631835531
JILIN-1 GAOFEN 2A,19075A,0.0030877322294229,0.2560843563721633,0.0001373619168909
NINGXIA-1 1,19076A,0.0035942685538575,0.0003859817754254,0.0252500843070141
NINGXIA-1 2,19076B,0.0028323218719412,0.1403536978413294,0.0184890159045228
NINGXIA-1 3,19076C,0.0031671798575198,0.0006723224356442,0.0254763196089746
NINGXIA-1 4,19076D,0.0019399910927882,0.5294872788519713,0.0136951288406643
NINGXIA-1 5,19076E,0.001726445514875,0.1823552512737699,0.0208038443658662
KL-ALPHA A,19077A,0.0074601356312737,0.2138756737627076,0.0004999601020128
KL-ALPHA B,19077B,0.0066414300155588,0.2468731273168473,0.0004011439791379
BEIDOU-3 M22,19078A,0.0,0.0,0.0
BEIDOU-3 M21,19078B,0.0,0.0,0.0
TIBA-1,19080A,0.0779735836905088,0.0541999795316679,0.0262396333638445
INMARSAT GX5,19080B,0.1820194088284142,0.0495686152190351,0.015405888763908
CARTOSAT-3,19081A,0.006093837611931,7.958858682024182,0.000511535557296
GAOFEN-12 01,19082A,0.0047916550027709,0.0022243251871348,0.0024284410423108
JILIN-1 GAOFEN 2B,19086A,0.0046792701602342,0.2411606926639115,0.0006554003838283
COSMOS 2544 [GLONASS-M],19088A,0.0148437856650962,0.4999314718293346,0.0013413685744169
RISAT-2BR1,19089F,0.0206893690682578,0.6297384869043897,0.0007018134318777
IHOPSAT-TD,19089H,0.0194693704680886,0.5835987911418763,0.0004535081127448
BEIDOU-3 M19,19090A,0.0245239489782745,0.0974074210105344,0.0011367177973153
BEIDOU-3 M20,19090B,0.0169432450772752,1.0396010064653782,0.0006911803751201
JCSAT-18 (KACIFIC 1),19091A,0.1422803201649808,3.9079751130150937,1.9722269816065077
CSG-1,19092A,0.0046266068130162,0.0343715115480403,8.282813834500205e-05
CHEOPS,19092B,0.0029772646634664,0.0083975921910099,0.0002457528634234
TIANQIN 1 (CAS-6),19093A,0.0008640758044194,0.7761794109801465,0.0022347704420234
ETRSS-1,19093B,0.0057983816064014,5.505388568689413,0.003304050245633
TIANYAN 01,19093C,0.0031815917026921,1.6974732398538468,0.0030676029777034
TIANYAN 02,19093D,0.0091047747017757,3.44175564532282,0.0002594538407007
CBERS 4A,19093E,0.0088277393503183,0.1070646189010318,0.0006272061199012
WEILAI 1R,19093F,0.013058188873744,4.6113103901146335,0.0010279311372452
FLORIPASAT-1,19093G,0.0093483199214722,9.416223184579628,0.000677680990114
SHUNTIAN,19093H,0.0037191051696264,3.052010299595435,0.0021972541162297
ELEKTRO-L 3,19095A,0.0058096826959595,0.5301368227683522,7.976875329525911e-05
GONETS-M 14,19096A,0.0011126195537387,0.0399042783116863,0.0008374036855032
GONETS-M 15,19096B,0.0010919375770942,0.0298482409479583,0.0009188102168857
GONETS-M 16,19096C,0.000881535987253,0.1526728170310162,0.0006657860723762
RS-44 & BREEZE-KM R/B,19096E,0.0016766812599521,0.0011629521413251,0.0026919971941961
SHIJIAN-20 (SJ-20),19097A,0.1968615492921097,0.1839974035240129,0.0035629651072028
STARLINK-1094,20001AD,0.0599791972545346,576.5610170691697,0.0111140043441646
STARLINK-1122,20001AM,1.4729028924358132,7845.053232431068,0.0363082516260489
STARLINK-1080,20001AZ,0.1197344494418344,269.1126183276321,0.0395433889519369
STARLINK-1090,20001BG,0.0534716684427778,536.5281020021721,0.0129654357116002
STARLINK-1114,20001P,0.016037149259462,2.4727854757299563,0.0266042162224469
STARLINK-1123,20001S,155.7841388848843,159802.8763609738,0.1158074036763178
TJS-5,20002A,0.0265625491891379,0.7944306020060592,0.0007237586600471
JILIN-1 KUANFU 01,20003A,0.0055825986860403,0.0591425875453679,0.0005383716963497
YINHE-1,20004A,0.013016324807276,0.1424114036562997,0.000196337236663
GSAT-30,20005A,0.0974458304867876,14.436390116881867,4.283071700677828
EUTELSAT KONNECT,20005B,0.0061822294672545,4.968024240564795,0.1744549916614827
STARLINK-1132,20006A,0.0197483975600085,15.451332169974552,0.0326329660893708
STARLINK-1167,20006AD,0.0578187162650388,38.03995563551141,0.0121088137502027
STARLINK-1168,20006AE,0.0005477022796069,3.690019585806797,0.024949699807864
STARLINK-1172,20006AG,0.0005358592773198,4.446041394663308,0.032564810589476
STARLINK-1153,20006AN,0.0192083479265868,276.53920498146493,0.0315181718656437
STARLINK-1151,20006AP,0.0005990141819352,108.9943586606196,0.0329214044506257
STARLINK-1185,20006AV,0.0012043848350235,59.84454436411682,0.0516130470057397
STARLINK-1183,20006AW,0.0156419818632894,104.88318450631613,0.0239603424728203
STARLINK-1152,20006BE,0.0027117145894072,9.236427516581712,0.0198038393215901
STARLINK-1184,20006BG,0.0008207898178757,0.0923496402395737,0.0235064410162718
STARLINK-1193,20006BJ,2.095391877256544e-05,8.878208380020297,0.0430881130569816
STARLINK-1131,20006D,0.1804370725809175,1104.117875105231,0.0219372884329986
STARLINK-1134,20006E,0.0007593321637051,9.514074721787829,0.0318253105303277
STARLINK-1156,20006L,0.0015558402995219,3.7302554526628633,0.0142279492952397
STARLINK-1159,20006P,0.0018297586344694,4736.968324584726,0.0255644309856242
STARLINK-1166,20006S,0.0235887116936063,91.23871181227186,0.0407663373440541
STARLINK-1169,20006T,0.0621234729018469,219.4674736127318,0.0731768488458755
STARLINK-1171,20006U,0.0004889678717447,76.00012686661827,0.0406589130320109
STARLINK-1133,20006W,5.529673129826336e-05,0.0115798590701315,0.024995965517368
ONEWEB-0013,20008A,0.0063162896263519,1.3893099541607965,1.1592503649399326e-05
ONEWEB-0051,20008AA,0.0049764277494591,0.6866628929056616,7.285439373306532e-05
ONEWEB-0052,20008AB,0.0058974412939658,0.5398993568518038,0.0006534066228999
ONEWEB-0053,20008AC,0.0040776333150126,0.726734906852716,0.0003268692379915
ONEWEB-0054,20008AD,0.0064422711636598,1.3733316129201214,3.81598964203907e-05
ONEWEB-0056,20008AE,0.0048624553322174,335.07354022416735,0.001826443782415
ONEWEB-0057,20008AF,0.0058999033049825,0.1529174807005455,0.0001645986193663
ONEWEB-0058,20008AG,0.0044006189104916,0.7979630805317068,4.0425194038194224e-05
ONEWEB-0059,20008AH,0.003882411082331,39.85699592761165,0.0035103557778389
ONEWEB-0062,20008AJ,0.0054337070810041,0.9030645441821784,9.2819441202666e-05
ONEWEB-0065,20008AK,0.0047841711527959,0.0272142639202756,9.143160646576414e-05
ONEWEB-0017,20008B,0.0058827417392379,0.0273769136145595,0.0002327075328702
ONEWEB-0020,20008C,0.0043005539195413,1.1567800645976267,0.0003734572163539
ONEWEB-0021,20008D,0.0051091001416617,1.7592405725038778,0.0001007665705365
ONEWEB-0023,20008F,0.0065176904796987,0.3362912203560618,0.0002231964421106
ONEWEB-0024,20008G,0.0045322792922957,0.3950486289568051,0.0001670753472402
ONEWEB-0025,20008H,0.1050422104834114,599.7484217087143,0.0001738786258671
ONEWEB-0026,20008J,0.0054612817063489,0.4502280220763454,7.258906534995794e-05
ONEWEB-0028,20008K,0.0912774664124144,1480.1907773375565,0.0003076738379427
ONEWEB-0032,20008L,0.0054337998004574,0.3431206229073802,0.0014114182797785
ONEWEB-0033,20008M,0.0039160458855222,0.442657305038225,0.0002835983520726
ONEWEB-0035,20008N,0.0237478414770891,1482.1779389220824,0.0008378611083817
ONEWEB-0036,20008P,2.016542963576992,9026.205413575131,0.0062950241872431
ONEWEB-0038,20008Q,0.0057608773241286,1.359416961904775,0.0002204629276389
ONEWEB-0039,20008R,0.0046348971464586,1.059333891826116,9.783499279816446e-05
ONEWEB-0040,20008S,0.0044488153044575,0.8475816235613666,9.982896702448232e-05
ONEWEB-0043,20008U,0.0041366954827146,0.8915676889671074,0.0001916742036839
ONEWEB-0044,20008V,0.0052028587185817,0.8582863254131047,0.0007111789917331
ONEWEB-0045,20008W,0.0046190119491977,1.4222714749254,0.0001778545286161
ONEWEB-0047,20008X,0.0058909690021025,0.1508650852696338,2.049931974377739e-05
ONEWEB-0048,20008Y,0.0064786362799202,0.2455914141939899,8.138148289147373e-05
ONEWEB-0049,20008Z,0.0059175922028604,0.137166697625221,3.22088117560856e-05
STARLINK-1209,20012AE,0.0285773032182174,4.883175169324489,0.0257849448766107
STARLINK-1231,20012AL,0.0105989532221269,140.71442532723248,0.0191891342292647
STARLINK-1271,20012AR,0.1857661873913989,2955.538055523022,0.1442701336366559
STARLINK-1191,20012AW,0.0195542023860816,8.170868093059163,0.0342799452518285
STARLINK-1212,20012AX,0.0176942495355874,66.4164379825555,0.0212565512274569
STARLINK-1215,20012AZ,0.0038230935448889,151.13287124925938,0.0211121711184529
STARLINK-1143,20012B,0.0672459963787916,689.6743594007381,0.0350379106395522
STARLINK-1221,20012BB,0.0075245761418611,6.308681342632653,0.0116857546582839
STARLINK-1222,20012BC,0.0099100718615737,64.9534627658839,0.0303195650401413
STARLINK-1226,20012BD,0.0639563635549901,816.6177945695592,0.0184959856648673
STARLINK-1227,20012BE,0.0005977214020311,132.83844588205312,0.0186633807598235
STARLINK-1246,20012BK,0.006599898488554,29.210836471123702,0.0297418945096717
STARLINK-1270,20012BM,0.0018148283012809,530.1742327295718,0.0151553838342881
STARLINK-1202,20012F,0.003997034336165,1.0860134604556708,0.0412806816528336
STARLINK-1216,20012H,0.0201243744038418,15.537371980623266,0.0283672080929911
STARLINK-1225,20012K,0.056314511273769,5.987353801503256,0.0288127407957974
STARLINK-1230,20012M,0.0135488280302268,219.2268370248643,0.0517738045295244
STARLINK-1234,20012N,0.0179825216606256,103.49189129082706,0.0295822551970557
STARLINK-1269,20012V,0.00331190650339,67.47452543579158,0.0779116645388478
STARLINK-1154,20012W,0.0173236479216614,6.906628774656725,0.0529248199322706
STARLINK-1199,20012Z,0.0045572836590423,197.00464528890245,0.0037506748862637
JCSAT-17,20013A,0.0276003469082204,32.22510253223494,0.0016028376397237
GEO-KOMPSAT-2B,20013B,0.5807435248118754,45.761376322420695,19.845049404704284
MERIDIAN 9,20015A,0.0,0.0,0.0
BEIDOU-3 G2,20017A,0.0057072275513533,0.1832624203564749,0.3887434563627812
COSMOS 2545 [GLONASS-M],20018A,0.0003545306436305,0.0022324173804646,0.000454279314657
STARLINK-1279,20019A,0.0096364794640988,805.8450917696911,0.0745532595337828
STARLINK-1267,20019AA,0.0058018960794369,45.12496176796999,0.0146986324841883
STARLINK-1272,20019AC,0.0038473332523422,22.21515911370378,0.0129414124135919
STARLINK-1274,20019AD,0.0629535418986119,567.7952136030397,0.0485175704022627
STARLINK-1280,20019AE,0.0309956856506204,3.752550778456775,0.0253594939686577
STARLINK-1283,20019AF,0.0556309355387523,0.0902390775217527,0.0917396267196725
STARLINK-1284,20019AG,10.784810134385513,104021.35995960428,9.045568659651716e-05
STARLINK-1297,20019AM,0.0847837515010102,73.65865842250759,0.0448513312274286
STARLINK-1307,20019AP,0.0445589581440412,74.15760095013277,0.0308142152049257
STARLINK-1255,20019AR,0.0115227939292597,635.4273131406903,0.0407648547210934
STARLINK-1260,20019AW,0.0430109501492938,5.6772914344573255,0.0027365754456862
STARLINK-1263,20019AX,0.0641992306687357,32.17452701930302,0.0130362907308743
STARLINK-1265,20019AY,0.0796939051370092,77.95771414460225,0.0141991127165651
STARLINK-1301,20019B,0.0125926216046282,55.48755783945448,0.0375289979718018
STARLINK-1278,20019BA,0.003030994199786,24.99886314274966,0.0157063225092198
STARLINK-1296,20019BE,0.0973024347790991,58.16625344464704,0.0435111454386828
STARLINK-1309,20019BG,0.0208465773325337,558.6048307821471,0.0704485282392626
STARLINK-1316,20019BH,0.0476779088954683,768.713011295288,0.0261279276442119
STARLINK-1286,20019BK,0.0086742118660156,9.629470272057516,0.0020688232431816
STARLINK-1308,20019BM,0.0045455873510525,186.57092050621367,0.0170389876987114
STARLINK-1262,20019G,0.0248458220972985,43.544899133427016,0.0256280557479581
STARLINK-1273,20019H,0.0560642822719615,258.5909097564729,0.0210622189924773
STARLINK-1277,20019K,0.1312967774654561,1347.690717283703,0.0176975426678447
STARLINK-1281,20019L,0.0223329764266867,0.1341117625524925,0.0351253525467078
STARLINK-1300,20019Q,0.0728260315524693,201.5033125428739,0.0089603253412898
STARLINK-1302,20019R,0.0737705016055373,9.739583631236243,0.0043289947119838
STARLINK-1304,20019S,0.0479683756852541,71.54683166004567,0.0034932143471729
STARLINK-1305,20019T,0.0010431746063143,1140.3337353342465,0.0389332779899286
STARLINK-1319,20019V,0.0239956602527027,6.295161646846035,0.0433827079214741
STARLINK-1266,20019Z,0.0583748913984309,193.586691073004,0.049820167223415
ONEWEB-0066,20020A,0.0054098365111577,0.1611111090121283,0.000240118487152
ONEWEB-0063,20020AA,0.0051227061963878,0.9681451711609684,0.000351272956744
ONEWEB-0019,20020AB,0.0055897434302346,0.435632741808614,0.0001851699114761
ONEWEB-0094,20020AC,0.0049945144108475,0.7503453042843897,0.0005323406618571
ONEWEB-0087,20020AD,0.0045700473967723,0.6910883892376174,0.0001061518488129
ONEWEB-0082,20020AE,0.0049990455872294,0.2195257822469026,0.0002734616440484
ONEWEB-0050,20020AF,0.0194972448902572,2.019740544359541,5.352123693564315e-07
ONEWEB-0034,20020AG,0.0201799851149214,357.1352975723952,8.817222282537333e-05
ONEWEB-0060,20020AH,0.0045621326002222,0.4430756640177057,0.0002332580867147
ONEWEB-0086,20020AJ,0.0051254944844344,0.1042619615040406,0.0012499964210587
ONEWEB-0088,20020AK,0.0046757628106216,0.7160253885034754,0.0001470637424696
ONEWEB-0067,20020B,0.0047439271526212,0.0190691077818455,0.0003291042642034
ONEWEB-0080,20020C,0.004653108458077,0.0563572354363252,0.0003223708291586
ONEWEB-0090,20020D,0.004989405645372,0.396187158520456,0.0003312733983604
ONEWEB-0061,20020E,0.0054879768050913,0.5032403308849593,1.8810613858884188e-06
ONEWEB-0081,20020F,0.0044354327731099,0.1875388884722853,0.0003003904337498
ONEWEB-0069,20020G,0.1640307946974058,1286.7054193306735,0.0494924313717925
ONEWEB-0031,20020H,0.0047683731997743,0.0872475434636327,0.0007642325273635
ONEWEB-0027,20020J,0.0070432559588828,0.0047344212932417,0.0004193851692575
ONEWEB-0064,20020K,0.0049747748589015,0.1672753167913615,0.0004229091088112
ONEWEB-0018,20020L,0.0050047384720646,0.155154993763681,9.339646587866033e-06
ONEWEB-0083,20020M,0.0057368450746018,1.2214958058364431,0.0001912429793781
ONEWEB-0095,20020N,0.005361883385629,1.4736147040854035,0.0005229897344447
ONEWEB-0092,20020P,1.0864928768305255,18577.006925210724,0.0006012606008436
ONEWEB-0085,20020Q,0.0018134549484776,395.9225395409295,0.0073236073013332
ONEWEB-0096,20020R,0.0060271648598871,0.8821336341858976,2.5744514083623072e-05
ONEWEB-0037,20020S,0.0055142778467107,0.0258153951172713,0.0004567780153155
ONEWEB-0042,20020T,0.0053409864668696,0.8764720620125961,0.0007535397633529
ONEWEB-0098,20020U,0.0041999796741848,0.6343654808863215,0.0007515676899814
ONEWEB-0055,20020V,0.0046839874783088,236.39507265345384,7.243499962390845e-05
ONEWEB-0093,20020W,0.0048747096532891,0.3265356111056409,0.0015117480339706
ONEWEB-0029,20020X,0.0041871418400132,647.7796742453611,0.0001407001571874
ONEWEB-0068,20020Y,0.0049450932958842,0.5695134656050355,0.0013495975447618
ONEWEB-0046,20020Z,0.0045326097965197,0.0438071538466974,0.0002504569639677
YAOGAN-30 07A,20021A,0.0117185470392639,0.5079643758837881,1.274393510454194e-05
YAOGAN-30 07B,20021B,0.0090440933458793,0.2662773663462537,0.0002666879795019
YAOGAN-30 07C,20021C,0.0104296539830795,0.2855866242552994,0.0006352763826267
AEHF-6 (USA 298),20022B,0.1931872926502255,0.0242665741789728,0.5099393438830728
STARLINK-1329,20025A,0.0348392683275636,3.5595655443422167,0.0621736391873419
STARLINK-1327,20025AA,0.0064184825830623,34.49806026842444,0.0012609893635058
STARLINK-1356,20025AK,0.0398453187313839,28.672892106160024,0.026261251881984
STARLINK-1357,20025AL,0.0036008436382877,77.21850124988327,0.0246898148634054
STARLINK-1361,20025AN,0.0323561550162041,26.741257967765076,0.0373375356312834
STARLINK-1363,20025AP,0.0370793108389101,330.10238947192056,0.0122528378147868
STARLINK-1366,20025AQ,0.1546223051653811,1970.1263099992707,0.0275955444975818
STARLINK-1376,20025AR,0.0273994095233582,25.52090438302305,0.0653556353672851
STARLINK-1320,20025AT,0.0409859166033701,599.4884066474011,0.0642872062593169
STARLINK-1321,20025AU,0.0072357268439223,51.55631306621101,0.0572300591642635
STARLINK-1331,20025AZ,0.0197179411253091,0.9466691957842636,0.0370008677229965
STARLINK-1338,20025B,0.0918364886864918,2303.349659067376,0.0431578881507484
STARLINK-1333,20025BB,0.0595414732813422,379.7847636179803,0.0446229817784041
STARLINK-1335,20025BC,0.002136982468463,428.4370874646255,0.1244723350340174
STARLINK-1337,20025BD,0.0235687771103223,45.55207028255919,0.043604739801326
STARLINK-1347,20025BH,0.187902881763792,1465.9973584685697,0.0198313819248574
STARLINK-1364,20025BL,0.0161847812534675,24.144487866399704,0.0368454182506125
STARLINK-1365,20025BM,0.0935117193648508,284.9672643376116,0.0503986184174297
STARLINK-1350,20025E,0.0032921269242809,2.165042850456455,0.040884385680783
STARLINK-1362,20025H,32.10534026273483,103128.49317327664,0.0220467251983932
STARLINK-1368,20025K,0.075099238467726,361.52868132526265,0.0675837577039848
STARLINK-1371,20025M,0.0755289542944182,285.677081948655,0.0371561878095281
STARLINK-1372,20025N,0.0013113891302,358.8467581199694,0.0584843621101131
STARLINK-1373,20025P,7.540184453157707,78536.74405424212,0.0073848555286697
XINGYUN-2 01,20028A,0.0120684358860439,7.074427679954303,0.0022878077114183
XINGYUN-2 02,20028B,0.0031647457220452,0.3612726913944753,0.0022116628501629
COSMOS 2546,20031A,0.0982290503345701,4.003866002142868,0.6494876482356446
GAOFEN-9 02,20034B,0.0034514175628139,1.2265505724026615,0.0009285353009309
STARLINK-1402,20035AE,0.0073831072819044,10.021326521769524,0.0658821722658593
STARLINK-1404,20035AF,0.0513382122253759,906.6292583392046,0.038312918377125
STARLINK-1413,20035AJ,0.0058080923777736,19.80981749176098,0.0452644040934492
STARLINK-1417,20035AN,0.0190688790077534,28.80022610402087,0.024698805925604
STARLINK-1420,20035AQ,0.0225907030591185,128.77011964062183,0.0323501609160188
STARLINK-1422,20035AR,0.021989608453075,150.65456663352012,0.0155522421636148
STARLINK-1351,20035AS,0.0032045343955977,61.61341127709191,0.0500595902532142
STARLINK-1400,20035AV,0.0047364701965315,25.213110873310832,0.0259044541563845
STARLINK-1403,20035AW,0.0278887222999134,311.07112895235457,0.0211471519659734
STARLINK-1407,20035AY,0.1219931829402461,1431.0965314963537,0.0155005922786949
