satellite_name,norad_id,C_pR_pR,C_pI_pI,C_pC_pC
ASTRA 1L,07016A,0.01251285276166695,29.426284397441364,0.01993180495107045
GALAXY 17 (G-17),07016B,0.0605570623380342,2.13133278599286,5.719501916491033e-05
YAOGAN-2,07019A,0.0028260013072615,0.0246351261671035,0.0001018377515667
GLOBALSTAR M069,07020C,6.01655121980444e-06,0.0313872764756031,0.0011784185947632
GLOBALSTAR M072,07020D,3.3825726230887895e-05,0.0034494296459985,0.0012113366653479
COSMO-SKYMED 1,07023A,0.0028598899695389,0.6683197046405057,0.0001112167410913
TERRASAR-X,07026A,0.0005219185685871,0.0642411956855685,0.000263353299129
COSMOS 2428,07029A,0.0019464008930098,0.0025797216432433,0.0105248700713505
SAR-LUPE 2,07030A,0.01251285276166695,29.426284397441364,0.01993180495107045
WORLDVIEW-1 (WV-1),07041A,0.0047845511105771,3.4272818171521813,0.0002943849512223
INTELSAT 11 (IS-11),07044B,0.01251285276166695,29.426284397441364,0.01993180495107045
WGS F1 (USA 195),07046A,0.01251285276166695,29.426284397441364,0.01993180495107045
NAVSTAR 60 (USA 196),07047A,0.0035242259753106,0.1123984341236872,0.0003730134959569
GLOBALSTAR M066,07048C,0.0001120117618376,0.004219825373044,0.0019754486428424
COSMOS 2433 [GLONASS-M],07052A,0.049975906158368,0.124525745927483,0.047188336706691
COSMOS 2432 [GLONASS-M],07052B,4.542692051466039e-05,0.0998567390188229,0.0104471718588781
YAOGAN-3,07055A,0.0052936079268551,5.356895736453089,0.0002702967460034
SKYNET 5B,07056B,0.01251285276166695,29.426284397441364,0.01993180495107045
ASTRA 4A,07057A,0.0098621079306379,0.5973244174641265,0.0035532183594861
COSMO-SKYMED 2,07059A,0.0042835103441879,0.0350215773184884,0.0001038160120479
RADARSAT-2,07061A,0.0023552680176511,0.30762365608627,0.0025805903033867
NAVSTAR 61 (USA 199),07062A,0.0057539287568588,0.0151405681909324,0.0002586484230121
HORIZONS-2,07063B,0.01251285276166695,29.426284397441364,0.01993180495107045
COSMOS 2434 [GLONASS-M],07065A,0.0012005270077044,0.2641223336714698,0.0085266982341912
COSMOS 2436 [GLONASS-M],07065C,0.0387902364307307,0.0893672338668919,0.0064466442313281
THURAYA-3,08001A,0.01251285276166695,29.426284397441364,0.01993180495107045
THOR 5,08006A,0.01251285276166695,29.426284397441364,0.01993180495107045
AMC-14,08011A,0.01251285276166695,29.426284397441364,0.01993180495107045
NAVSTAR 62 (USA 201),08012A,0.001925200186233,0.0019919536100148,5.432805598842666e-05
DIRECTV 11,08013A,0.01251285276166695,29.426284397441364,0.01993180495107045
